focal_id,delay_year,new_phrase_comb,new_phrase,new_word_comb,novelty,first_author_productivity,team_productivity,author_count,journal_tier_rc,journal_tier_orig5,journal_tier,inter_coauthorship,Ni_foreign_ratio,Nj_foreign_ratio,year,field,Ni_dynamic,Nj_dynamic,citation_dynamic
https://openalex.org/W1999059049,1,0,0,0,0.0,28.0,11.0,3,0,2,1,0,1.0,,1999,4,1,0,1
https://openalex.org/W1999092572,6,1,0,2,0.6931471805599453,16.0,5.5,4,1,1,1,0,0.3333,,1999,4,3,0,3
https://openalex.org/W1999104902,0,35,0,37,3.58351893845611,8.0,9.0,3,1,1,1,0,0.25,0.0,1999,4,4,1,5
https://openalex.org/W1999428144,1,3,0,1,1.3862943611198906,14.0,14.0,1,0,2,1,0,0.125,0.0,1999,4,8,3,11
https://openalex.org/W2000112833,0,0,0,1,0.0,37.0,37.0,1,0,3,0,0,0.3333,,1999,4,3,0,3
https://openalex.org/W2000406585,0,5,0,19,1.791759469228055,0.0,7.0,2,0,2,1,0,0.0909,0.25,1999,4,11,4,15
https://openalex.org/W2000682629,0,4,0,0,1.6094379124341003,32.0,17.5,2,0,2,1,0,0.0,,1999,4,4,0,4
https://openalex.org/W2000716595,0,0,0,1,0.0,1.0,4.0,3,1,1,1,0,0.5,0.0,1999,4,2,1,3
https://openalex.org/W2001094322,0,2,1,0,1.0986122886681098,12.0,6.5,2,0,4,0,0,0.0,,1999,4,2,0,2
https://openalex.org/W2001660077,0,0,0,0,0.0,11.0,6.0,2,1,1,1,0,0.5,,1999,4,2,0,2
https://openalex.org/W2002011071,0,0,0,0,0.0,32.0,33.0,3,1,1,1,0,0.0,,1999,4,2,0,2
https://openalex.org/W2002350536,0,1,2,9,0.6931471805599453,0.0,11.0,3,0,2,1,0,0.2,0.0,1999,4,5,1,6
https://openalex.org/W2002396731,0,12,1,10,2.5649493574615367,2.0,2.0,1,1,1,1,0,0.25,0.0,1999,4,12,4,16
https://openalex.org/W2002488409,3,2,1,16,1.0986122886681098,8.0,8.0,1,0,2,1,0,0.0,0.0,1999,4,5,2,7
https://openalex.org/W2003291965,2,4,2,11,1.6094379124341003,10.0,10.0,1,1,1,1,0,0.375,0.2,1999,4,8,5,13
https://openalex.org/W2004043788,0,1,0,0,0.6931471805599453,29.0,15.0,2,1,1,1,0,0.0,0.0,1999,4,2,1,3
https://openalex.org/W2004616133,0,0,0,0,0.0,119.0,63.0,2,0,4,0,0,0.5,,1999,4,2,0,2
https://openalex.org/W2004635495,0,0,0,0,0.0,51.0,51.0,1,1,1,1,0,0.3333,,1999,4,3,0,3
