focal_id,delay_years_to_top5
https://openalex.org/W1033266092,0
https://openalex.org/W105278568,0
https://openalex.org/W124764201,0
https://openalex.org/W126678270,0
https://openalex.org/W133928413,1
https://openalex.org/W133948679,0
https://openalex.org/W147758813,9
https://openalex.org/W1481865419,0
https://openalex.org/W1481931124,1
https://openalex.org/W1482023416,11
https://openalex.org/W1485178467,3
https://openalex.org/W1485630019,0
https://openalex.org/W1488647847,8
https://openalex.org/W1489448924,0
https://openalex.org/W1494473657,0
https://openalex.org/W1497986159,8
https://openalex.org/W1498774104,6
https://openalex.org/W150234866,1
https://openalex.org/W1504087240,0
https://openalex.org/W1506548672,0
https://openalex.org/W1510476511,0
https://openalex.org/W1512489345,0
https://openalex.org/W1513555481,0
https://openalex.org/W1513763149,0
https://openalex.org/W1518079683,0
https://openalex.org/W1518262072,0
https://openalex.org/W1519230828,0
https://openalex.org/W1520750324,3
https://openalex.org/W1522789940,0
https://openalex.org/W1523454872,0
https://openalex.org/W152668036,12
https://openalex.org/W1539609497,9
https://openalex.org/W1541068430,0
https://openalex.org/W1542151379,0
https://openalex.org/W1542252541,0
https://openalex.org/W1543112032,6
https://openalex.org/W1544285315,4
https://openalex.org/W1550601699,12
https://openalex.org/W1551333210,0
https://openalex.org/W1556299386,0
https://openalex.org/W1556895356,0
https://openalex.org/W1556936090,0
https://openalex.org/W1559295213,0
https://openalex.org/W1562511342,3
https://openalex.org/W1564450438,3
https://openalex.org/W1566510640,0
https://openalex.org/W1570007461,7
https://openalex.org/W1578239160,0
https://openalex.org/W1584284561,1
https://openalex.org/W1585890446,0
https://openalex.org/W1586035223,0
https://openalex.org/W1590523095,0
https://openalex.org/W1592635221,0
https://openalex.org/W1594649457,4
https://openalex.org/W15969979,1
https://openalex.org/W1599668184,5
https://openalex.org/W1603831831,0
https://openalex.org/W1606278800,0
https://openalex.org/W1609811288,0
https://openalex.org/W1616385150,0
https://openalex.org/W1624998233,0
https://openalex.org/W1634840934,1
https://openalex.org/W1640192501,1
https://openalex.org/W1642237550,6
https://openalex.org/W1656153697,0
https://openalex.org/W1659716027,0
https://openalex.org/W1679038860,0
https://openalex.org/W1700020254,0
https://openalex.org/W1700461405,3
https://openalex.org/W171369964,1
https://openalex.org/W1715864491,0
https://openalex.org/W1719362820,5
https://openalex.org/W1735749366,0
https://openalex.org/W1749258668,0
https://openalex.org/W1755384488,2
https://openalex.org/W1763647135,9
https://openalex.org/W1765845256,1
https://openalex.org/W1776262918,3
https://openalex.org/W1777008144,0
https://openalex.org/W1785341832,2
https://openalex.org/W1795720206,0
https://openalex.org/W1810863740,3
https://openalex.org/W1811329619,0
https://openalex.org/W1812326103,1
https://openalex.org/W1812926816,0
https://openalex.org/W1830541475,0
https://openalex.org/W1845717606,0
https://openalex.org/W1852357009,1
https://openalex.org/W1856825999,0
https://openalex.org/W1867887671,6
https://openalex.org/W1868617675,2
https://openalex.org/W1868971041,0
https://openalex.org/W187385320,12
https://openalex.org/W1878697132,0
https://openalex.org/W1886015294,0
https://openalex.org/W1896761706,3
https://openalex.org/W1902735294,0
