new_word,new_word_reuse,new_phrase,new_phrase_reuse,new_word_comb,new_word_comb_reuse,new_phrase_comb,new_phrase_comb_reuse,semantic_distance,n_words,n_phrases,has_abstract,focal_id
0,0,0,0,21,78,4,8,0.1897517442703247,24,12,1,https://openalex.org/W2148700085
0,0,0,0,5,63,30,304,0.1874290704727172,31,15,1,https://openalex.org/W2043658412
0,0,0,0,0,0,6,14,0.1823991537094116,35,6,1,https://openalex.org/W205729765
0,0,1,2,0,0,6,24,0.1738237738609314,31,8,1,https://openalex.org/W2125072788
1,2,1,2,4,8,8,22,0.122298002243042,29,10,1,https://openalex.org/W3123363184
0,0,0,0,0,0,0,0,0.1020218133926391,6,3,0,https://openalex.org/W4254587423
0,0,1,6,0,0,0,0,0.1998463273048401,25,2,1,https://openalex.org/W1981647117
0,0,1,2,0,0,0,0,0.0934903621673584,3,1,1,https://openalex.org/W4245788460
0,0,0,0,1,4,0,0,0.1404104232788086,41,3,1,https://openalex.org/W2061430062
0,0,0,0,2,11,10,276,0.1436391472816467,25,9,1,https://openalex.org/W2120622803
0,0,0,0,0,0,0,0,0.1992415189743042,8,2,0,https://openalex.org/W2027560268
0,0,1,2,0,0,3,11,0.1345323920249939,20,6,1,https://openalex.org/W3125580572
0,0,0,0,2,20,8,112,0.1490235328674316,31,10,1,https://openalex.org/W2040536578
0,0,1,3,0,0,1,2,0.172098696231842,27,5,1,https://openalex.org/W2151980650
1,5,1,2,29,104,1,2,0.166587233543396,30,4,1,https://openalex.org/W3121213673
0,0,0,0,51,183,11,50,0.2495841383934021,78,17,1,https://openalex.org/W1578672048
0,0,1,3,2,22,3,15,0.2000696063041687,24,6,1,https://openalex.org/W3122903499
0,0,0,0,25,134,18,61,0.1102792024612426,36,13,1,https://openalex.org/W1990180703
0,0,0,0,6,233,5,65,0.2429105639457702,21,5,1,https://openalex.org/W1996345633
0,0,0,0,0,0,2,28,0.1445531249046325,7,3,0,https://openalex.org/W4255776301
0,0,0,0,2,23,2,5,0.1080713272094726,26,5,1,https://openalex.org/W2016918048
0,0,0,0,1,2,1,2,0.1412795782089233,22,3,1,https://openalex.org/W2088464289
0,0,0,0,0,0,3,6,0.1793318390846252,7,4,1,https://openalex.org/W2036859456
0,0,0,0,17,284,6,228,0.1723293662071228,40,10,1,https://openalex.org/W2123564723
0,0,1,4,0,0,4,13,0.1835155487060547,26,6,1,https://openalex.org/W2006593106
0,0,0,0,0,0,1,3,0.1705271601676941,22,3,1,https://openalex.org/W1986772231
0,0,0,0,8,69,2,4,0.1835395693778991,20,6,1,https://openalex.org/W2132328255
0,0,0,0,0,0,0,0,0.0990946888923645,4,1,0,https://openalex.org/W2106203615
0,0,3,15,9,106,9,237,0.2133814692497253,55,15,1,https://openalex.org/W2133968090
