focal_id,DI_y1,A_y1,B_y1,C_y1,DI_y2,A_y2,B_y2,C_y2,DI_y3,A_y3,B_y3,C_y3,DI_y4,A_y4,B_y4,C_y4,DI_y5,A_y5,B_y5,C_y5,DI_y6,A_y6,B_y6,C_y6,DI_y7,A_y7,B_y7,C_y7,DI_y8,A_y8,B_y8,C_y8,DI_y9,A_y9,B_y9,C_y9,DI_y10,A_y10,B_y10,C_y10,DI_y11,A_y11,B_y11,C_y11,DI_y12,A_y12,B_y12,C_y12,DI_y13,A_y13,B_y13,C_y13,DI_y14,A_y14,B_y14,C_y14,DI_y15,A_y15,B_y15,C_y15,DI_y3_top5,DI_y4_top5,DI_y5_top5,DI_y6_top5,DI_y7_top5,DI_y8_top5,DI_y9_top5,DI_y10_top5,DI_y11_top5,DI_y12_top5,DI_y13_top5,DI_y14_top5,DI_y15_top5,years_in_top5,first_year_top5,last_year_top5
https://openalex.org/W10905378,0.0,0,35,0,0.0141,1,70,0,0.02,2,98,0,0.0155,2,127,0,0.0121,3,161,1,0.0113,3,173,1,0.0102,3,192,1,0.0,3,215,3,-0.0041,4,233,5,-0.0038,4,254,5,0.0,6,271,6,0.0,6,293,6,0.0,6,316,6,0.0,6,326,6,0.0,6,341,6,True,True,True,True,False,False,False,False,False,False,False,False,False,4,DI_y3_top5,DI_y6_top5
https://openalex.org/W116375467,0.0,0,20,0,0.0,0,50,0,0.0128,1,77,0,0.0175,2,112,0,0.0205,3,143,0,0.0057,5,167,4,0.005,5,190,4,0.0088,6,216,4,0.004,6,242,5,0.0035,6,273,5,0.0,6,314,6,0.0027,7,357,6,0.0024,7,409,6,0.0041,8,470,6,0.0056,9,517,6,True,True,True,False,False,False,False,False,False,False,False,False,False,3,DI_y3_top5,DI_y5_top5
https://openalex.org/W1249047937,0.0291,13,80,10,0.04,23,188,14,0.048,39,315,21,0.0455,56,463,31,0.0424,69,648,37,0.0359,82,847,47,0.0441,108,1039,55,0.0469,129,1215,63,0.0503,154,1383,73,0.055,176,1565,76,0.0525,194,1757,87,0.0553,218,1948,93,0.0611,250,2141,98,0.0622,267,2301,101,0.0618,284,2471,107,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W126168250,0.0127,2,76,1,0.0189,6,150,3,0.0453,14,226,3,0.0442,17,297,3,0.0508,23,368,3,0.0559,29,414,4,0.052,30,466,4,0.0541,34,517,4,0.0531,38,579,5,0.0531,40,614,5,0.0519,41,648,5,0.0518,43,686,5,0.0505,44,724,5,0.05,45,750,5,0.0495,46,777,5,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W1480569219,0.0,2,54,2,0.0,3,104,3,0.0059,4,163,3,0.0137,6,210,3,0.0142,9,267,5,0.0062,9,305,7,0.0082,12,344,9,0.0075,12,378,9,0.0089,15,422,11,0.0062,16,456,13,0.0038,17,495,15,0.0105,22,535,16,0.0126,27,588,19,0.0149,30,623,20,0.0155,32,655,21,False,True,True,False,False,False,False,False,False,False,False,True,True,4,DI_y4_top5,DI_y15_top5
https://openalex.org/W1482570652,-0.1379,1,23,5,-0.0938,2,54,8,-0.0588,3,90,9,-0.037,5,120,10,-0.0182,7,148,10,-0.0102,9,176,11,0.0044,13,203,12,0.012,16,222,13,0.0148,17,240,13,0.01,18,268,15,0.009,19,298,16,0.0084,21,319,18,0.0105,22,342,18,0.0172,25,363,18,0.0117,26,381,21,False,False,False,False,False,True,True,False,False,False,False,True,False,3,DI_y8_top5,DI_y14_top5
https://openalex.org/W1493204368,0.0,0,7,0,0.0769,1,12,0,0.0556,1,17,0,0.0312,1,31,0,0.0244,1,40,0,0.0189,1,52,0,0.029,2,67,0,0.046,4,83,0,0.051,5,93,0,0.0571,6,99,0,0.0625,8,120,0,0.0571,8,132,0,0.0556,9,153,0,0.0568,10,166,0,0.0579,11,179,0,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W1494561330,0.125,1,7,0,0.125,5,17,2,0.1875,13,31,4,0.2222,21,46,5,0.1633,26,62,10,0.1157,31,73,17,0.0966,36,87,22,0.0958,42,99,26,0.1044,47,107,28,0.09,54,122,35,0.0875,61,139,40,0.0641,68,163,50,0.0954,86,184,55,0.0845,92,201,62,0.0742,99,222,70,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W1498633852,0.0217,1,45,0,0.0222,2,88,0,0.0079,3,122,2,0.0061,3,160,2,0.0097,4,201,2,0.012,5,242,2,0.0167,7,291,2,0.0174,8,334,2,0.018,11,373,4,0.0165,11,409,4,0.015,12,451,5,0.018,14,482,5,0.0181,15,531,5,0.0131,16,589,8,0.012,16,640,8,False,False,False,True,True,True,True,True,True,True,True,False,False,8,DI_y6_top5,DI_y13_top5
https://openalex.org/W1499787182,0.0074,3,130,2,0.0,9,301,9,0.0102,14,466,9,0.0103,19,649,12,0.0092,22,838,14,0.0029,23,1008,20,0.0032,25,1198,21,0.0049,30,1386,23,0.0037,31,1563,25,0.0056,36,1737,26,0.004,40,1953,32,0.0027,44,2159,38,0.0012,45,2362,42,0.0011,49,2536,46,0.0014,53,2713,49,False,True,False,False,False,False,False,False,False,False,False,False,False,1,DI_y4_top5,DI_y4_top5
