focal_id,delay_years_to_top5
https://openalex.org/W114869354,0
https://openalex.org/W116375467,1
https://openalex.org/W1211935166,2
https://openalex.org/W136070918,4
https://openalex.org/W1484223719,0
https://openalex.org/W1484246882,5
https://openalex.org/W1492448641,1
https://openalex.org/W149245082,2
https://openalex.org/W1495999116,0
https://openalex.org/W1497871329,0
https://openalex.org/W1498633852,4
https://openalex.org/W1500749764,2
https://openalex.org/W1502445466,3
https://openalex.org/W1505982160,0
https://openalex.org/W1507049374,0
https://openalex.org/W1508770994,0
https://openalex.org/W1513210169,1
https://openalex.org/W1533605450,0
https://openalex.org/W1533978004,0
https://openalex.org/W1539468081,0
https://openalex.org/W1543108787,0
https://openalex.org/W1546222654,0
https://openalex.org/W1552086914,0
https://openalex.org/W1554755256,2
https://openalex.org/W1557766039,0
https://openalex.org/W156137099,0
https://openalex.org/W1564499113,3
https://openalex.org/W1566276031,0
https://openalex.org/W1573506759,0
https://openalex.org/W1574264433,0
https://openalex.org/W1581690424,0
https://openalex.org/W1583901624,4
https://openalex.org/W1590729195,0
https://openalex.org/W1593921329,2
https://openalex.org/W1601649462,2
https://openalex.org/W1605276728,0
https://openalex.org/W1605619295,0
https://openalex.org/W1606370271,3
https://openalex.org/W1607870159,0
https://openalex.org/W1617446374,1
https://openalex.org/W1620696900,1
https://openalex.org/W1630607085,3
https://openalex.org/W1639698584,4
https://openalex.org/W1644775552,8
https://openalex.org/W166512237,0
https://openalex.org/W1673508942,0
https://openalex.org/W1682777897,4
https://openalex.org/W172193357,4
https://openalex.org/W1738721709,0
https://openalex.org/W1758948713,0
https://openalex.org/W1813850579,11
https://openalex.org/W1820274981,0
https://openalex.org/W1839321208,0
https://openalex.org/W184713255,0
https://openalex.org/W1859454870,2
https://openalex.org/W1864361999,3
https://openalex.org/W188097753,6
https://openalex.org/W1887241335,0
https://openalex.org/W188839125,0
https://openalex.org/W1906016510,0
https://openalex.org/W1909281877,8
https://openalex.org/W1918375305,0
https://openalex.org/W1963484142,0
https://openalex.org/W1963492608,0
https://openalex.org/W1963496985,1
https://openalex.org/W1963503284,1
https://openalex.org/W1963578200,2
https://openalex.org/W1963616280,0
https://openalex.org/W1963624488,0
https://openalex.org/W1963671226,0
https://openalex.org/W1963693575,0
https://openalex.org/W1963699052,5
https://openalex.org/W1963736023,0
https://openalex.org/W1963779972,0
https://openalex.org/W1963835408,2
https://openalex.org/W1963875456,0
https://openalex.org/W1963876826,9
https://openalex.org/W1963907898,5
https://openalex.org/W1963921133,4
https://openalex.org/W1964035787,3
https://openalex.org/W1964067378,7
https://openalex.org/W1964090278,0
https://openalex.org/W1964160430,8
https://openalex.org/W1964173007,0
https://openalex.org/W1964187495,0
https://openalex.org/W1964229496,10
https://openalex.org/W1964298791,2
https://openalex.org/W1964374645,4
https://openalex.org/W1964414258,0
https://openalex.org/W1964442184,0
https://openalex.org/W1964542241,3
https://openalex.org/W1964554555,12
https://openalex.org/W1964584733,0
https://openalex.org/W1964610880,2
https://openalex.org/W1964641556,7
https://openalex.org/W1964660884,4
https://openalex.org/W1964678358,0
https://openalex.org/W1964701289,0
https://openalex.org/W1964729047,0
https://openalex.org/W1964778066,4
https://openalex.org/W1964790783,0
https://openalex.org/W1964827711,1
https://openalex.org/W1964840749,0
https://openalex.org/W1964853668,1
https://openalex.org/W1964867641,1
https://openalex.org/W1964880395,0
https://openalex.org/W1964894025,4
https://openalex.org/W1964943877,0
https://openalex.org/W1964969327,1
https://openalex.org/W1964979546,0
https://openalex.org/W1965086377,1
https://openalex.org/W1965087653,2
https://openalex.org/W1965092856,0
https://openalex.org/W1965132712,0
https://openalex.org/W1965158546,0
https://openalex.org/W1965259766,0
https://openalex.org/W1965281495,0
https://openalex.org/W1965347807,10
https://openalex.org/W1965353346,0
https://openalex.org/W1965353670,0
https://openalex.org/W1965358511,4
https://openalex.org/W1965362530,0
https://openalex.org/W1965404111,11
https://openalex.org/W1965426108,7
https://openalex.org/W1965455036,0
https://openalex.org/W1965481158,0
https://openalex.org/W1965491358,0
https://openalex.org/W1965495954,0
https://openalex.org/W1965514128,0
https://openalex.org/W1965517396,0
https://openalex.org/W1965570981,7
https://openalex.org/W1965577267,1
https://openalex.org/W1965609529,2
https://openalex.org/W1965643305,0
https://openalex.org/W1965682018,0
https://openalex.org/W1965727330,8
https://openalex.org/W1965735368,1
https://openalex.org/W1965823884,0
https://openalex.org/W1965837573,1
https://openalex.org/W1965850246,0
https://openalex.org/W1965904862,0
https://openalex.org/W1965934330,11
https://openalex.org/W1965949558,0
https://openalex.org/W1966013738,0
https://openalex.org/W1966016299,0
https://openalex.org/W1966088952,0
https://openalex.org/W1966102015,1
https://openalex.org/W1966109541,0
https://openalex.org/W1966123361,1
https://openalex.org/W1966287161,0
https://openalex.org/W1966318760,2
https://openalex.org/W1966328450,1
https://openalex.org/W1966366124,1
https://openalex.org/W1966372778,1
https://openalex.org/W1966375535,7
https://openalex.org/W1966377152,0
https://openalex.org/W1966389892,8
