focal_id,delay_years_to_top5
https://openalex.org/W122671926,0
https://openalex.org/W127958452,11
https://openalex.org/W134252754,9
https://openalex.org/W1481578427,2
https://openalex.org/W1481894647,0
https://openalex.org/W1484223719,0
https://openalex.org/W1487783502,0
https://openalex.org/W1488186435,6
https://openalex.org/W1491327455,1
https://openalex.org/W1493392221,0
https://openalex.org/W1496893605,6
https://openalex.org/W1499585603,0
https://openalex.org/W1500063656,0
https://openalex.org/W1500387408,0
https://openalex.org/W1501323942,0
https://openalex.org/W1503778604,0
https://openalex.org/W1504067081,0
https://openalex.org/W1504109566,0
https://openalex.org/W1506126356,5
https://openalex.org/W1507049374,0
https://openalex.org/W1508235409,1
https://openalex.org/W1513081937,0
https://openalex.org/W1514545135,0
https://openalex.org/W1517942956,0
https://openalex.org/W1518237432,0
https://openalex.org/W1519452692,10
https://openalex.org/W1523109231,0
https://openalex.org/W1524206411,0
https://openalex.org/W1530343546,1
https://openalex.org/W1531153384,0
https://openalex.org/W1531347441,0
https://openalex.org/W1533978004,0
https://openalex.org/W1535502972,0
https://openalex.org/W1543488641,0
https://openalex.org/W1546973712,0
https://openalex.org/W1551067740,0
https://openalex.org/W1552715661,0
https://openalex.org/W1554828773,5
https://openalex.org/W1556287528,4
https://openalex.org/W1556767293,0
https://openalex.org/W1557306790,0
https://openalex.org/W1561577657,0
https://openalex.org/W1561635925,0
https://openalex.org/W1561799423,1
https://openalex.org/W1561864154,4
https://openalex.org/W1563057046,0
https://openalex.org/W1564105795,0
https://openalex.org/W1573506759,0
https://openalex.org/W1574013347,0
https://openalex.org/W1575703057,0
https://openalex.org/W1577197842,1
https://openalex.org/W1581690424,0
https://openalex.org/W1597146316,0
https://openalex.org/W1597852827,0
https://openalex.org/W1598081119,0
https://openalex.org/W1601968785,0
https://openalex.org/W1602115141,0
https://openalex.org/W1605081654,0
https://openalex.org/W1605607589,4
https://openalex.org/W1605797441,0
https://openalex.org/W1607870159,0
https://openalex.org/W1612675994,0
https://openalex.org/W1615571572,0
https://openalex.org/W1616145861,0
https://openalex.org/W1617446374,1
https://openalex.org/W1620696900,1
https://openalex.org/W1621380484,0
https://openalex.org/W1622629506,0
https://openalex.org/W1630607085,3
https://openalex.org/W1632897666,0
https://openalex.org/W1633496307,2
https://openalex.org/W1636243575,0
https://openalex.org/W1637753138,0
https://openalex.org/W1638533794,8
https://openalex.org/W1639698584,4
https://openalex.org/W1640497277,0
https://openalex.org/W1642044419,0
https://openalex.org/W1643536362,0
https://openalex.org/W1644723172,0
https://openalex.org/W1644775552,8
https://openalex.org/W1647397559,2
https://openalex.org/W1651383165,0
https://openalex.org/W1652728081,0
https://openalex.org/W1655551324,0
https://openalex.org/W1658056060,0
https://openalex.org/W1662000580,6
https://openalex.org/W1666727994,1
https://openalex.org/W1668534313,0
https://openalex.org/W1671512723,0
https://openalex.org/W1671671082,1
https://openalex.org/W1672001736,0
