new_word,new_word_reuse,new_phrase,new_phrase_reuse,new_word_comb,new_word_comb_reuse,new_phrase_comb,new_phrase_comb_reuse,semantic_distance,n_words,n_phrases,has_abstract,focal_id
0,0,3,742,9,5008,31,1983,0.1563373804092407,28,15,1,https://openalex.org/W2013572715
0,0,1,4,8,391,20,133,0.1131746768951416,28,14,1,https://openalex.org/W2150829534
0,0,2,8,8,117,24,1211,0.1601829528808593,23,14,1,https://openalex.org/W2147786599
0,0,1,9,2,17,39,1873,0.1268476247787475,37,12,1,https://openalex.org/W2036670812
0,0,2,120,21,194,4,34,0.2893481254577636,26,7,1,https://openalex.org/W2000512760
0,0,1,3,17,889,11,416,0.1632426977157592,19,9,1,https://openalex.org/W2018905100
0,0,0,0,6,48,8,18,0.1654751300811767,37,16,1,https://openalex.org/W2154024048
0,0,1,5,26,209,33,120,0.1322246193885803,37,21,1,https://openalex.org/W2316825670
1,31,3,15,26,191,2,6,0.1732513308525085,26,9,1,https://openalex.org/W2331436630
0,0,2,5,15,84,48,116,0.1462361812591552,37,15,1,https://openalex.org/W2079727806
0,0,0,0,36,280,94,559,0.1341020464897155,43,32,1,https://openalex.org/W1971862384
0,0,2,31,35,356,10,22,0.1341081857681274,34,14,1,https://openalex.org/W1997595201
0,0,1,7,34,192,87,401,0.1442710757255554,65,33,1,https://openalex.org/W2117573623
0,0,4,114,16,337,47,298,0.1104282736778259,27,20,1,https://openalex.org/W2040988691
0,0,0,0,6,23,8,23,0.1212806701660156,19,12,1,https://openalex.org/W2131219992
0,0,0,0,0,0,0,0,0.1224047541618347,6,3,1,https://openalex.org/W2035669105
0,0,0,0,0,0,0,0,0.0933814644813537,6,2,0,https://openalex.org/W2007762999
0,0,0,0,23,116,15,112,0.1685056686401367,33,17,1,https://openalex.org/W2051919043
1,42,1,2,9,57,2,6,0.1927059888839721,17,5,1,https://openalex.org/W2148353605
0,0,1,6,30,421,171,755,0.1580811738967895,83,49,1,https://openalex.org/W2151704374
0,0,0,0,0,0,18,105,0.1530198454856872,38,18,1,https://openalex.org/W2023817601
0,0,1,6,10,1730,18,350,0.1553417444229126,29,14,1,https://openalex.org/W1933064695
0,0,0,0,4,279,15,212,0.2479553268155288,24,11,1,https://openalex.org/W2048468721
0,0,0,0,0,0,2,6,0.1322163939476013,28,7,1,https://openalex.org/W1995772204
0,0,1,6,17,171,10,85,0.1674845218658447,36,16,1,https://openalex.org/W2069243797
0,0,0,0,4,9,6,18,0.121048092842102,27,13,1,https://openalex.org/W2133335508
0,0,0,0,6,28,18,414,0.1282646059989929,29,17,1,https://openalex.org/W1826462893
1,37,0,0,23,246,6,13,0.1120766401290893,31,10,1,https://openalex.org/W2333827121
0,0,0,0,0,0,0,0,0.2058553099632263,17,5,1,https://openalex.org/W2003319723
0,0,0,0,0,0,0,0,0.1538428664207458,8,3,1,https://openalex.org/W2116596532
0,0,3,374,5,72,49,1476,0.1314353223830136,37,21,1,https://openalex.org/W1978990849
0,0,0,0,13,41,14,34,0.0925794839859008,28,15,1,https://openalex.org/W2157567218
0,0,0,0,9,48,3,11,0.2065727114677429,32,7,1,https://openalex.org/W2129869406
0,0,0,0,0,0,1,3,0.1251999139785766,8,3,0,https://openalex.org/W2026460968
0,0,2,38,57,1257,98,936,0.1276261210441589,63,35,1,https://openalex.org/W1994801453
0,0,0,0,5,771,8,168,0.1225653886795044,20,9,1,https://openalex.org/W2044455265
0,0,0,0,28,118,26,92,0.1144484281539917,36,21,1,https://openalex.org/W2044792973
0,0,0,0,0,0,7,77,0.1243475675582885,15,10,1,https://openalex.org/W2093689333
0,0,0,0,0,0,0,0,0.1751650626435944,7,2,1,https://openalex.org/W2162909864
0,0,0,0,13,46,16,132,0.1463240981101989,36,15,1,https://openalex.org/W2039956499
0,0,0,0,32,279,4,11,0.1450948715209961,38,13,1,https://openalex.org/W1967461997
0,0,0,0,4,45,22,193,0.1048112511634826,34,18,1,https://openalex.org/W2016107312
0,0,3,9,17,96,47,202,0.1355822086334228,41,29,1,https://openalex.org/W2031808533
0,0,0,0,1,2,1,3,0.1348017454147339,10,4,1,https://openalex.org/W2147007032
1,43,2,44,33,341,32,197,0.1630826592445373,23,16,1,https://openalex.org/W2131675584
0,0,1,2,2,7,37,141,0.1172146201133728,44,28,1,https://openalex.org/W2046709975
0,0,1,56,18,1582,0,0,0.1738070249557495,13,5,1,https://openalex.org/W2025925244
0,0,1,5,18,506,35,344,0.2081015110015869,27,17,1,https://openalex.org/W2075844780
0,0,0,0,4,23,11,100,0.1179394125938415,21,11,1,https://openalex.org/W1898129882
0,0,1,8,9,75,29,136,0.1472342610359192,33,19,1,https://openalex.org/W2089562031
0,0,0,0,2,6,3,16,0.1027979254722595,16,8,1,https://openalex.org/W2094014427
0,0,0,0,2,22,0,0,0.1993974004207537,9,2,0,https://openalex.org/W2030443384
0,0,0,0,5,42,3,11,0.2110622525215149,13,6,1,https://openalex.org/W2131172459
1,3,2,6,64,570,37,115,0.1168878078460693,47,23,1,https://openalex.org/W4241034124
0,0,1,2,8,90,16,203,0.1043242812156677,41,22,1,https://openalex.org/W2061882567
0,0,0,0,3,11,12,110,0.0946272015571594,27,14,1,https://openalex.org/W2015502961
1,6,1,6,22,65,10,20,0.2135378122329712,18,8,1,https://openalex.org/W2139884940
0,0,1,2,15,96,6,52,0.1426841616630554,41,18,1,https://openalex.org/W1995778190
1,303,1,13,75,1750,86,704,0.1902376413345337,64,31,1,https://openalex.org/W2166753002
0,0,3,18,137,1008,191,1316,0.1146752834320068,80,48,1,https://openalex.org/W1995320676
