focal_id,DI_y1,A_y1,B_y1,C_y1,DI_y2,A_y2,B_y2,C_y2,DI_y3,A_y3,B_y3,C_y3,DI_y4,A_y4,B_y4,C_y4,DI_y5,A_y5,B_y5,C_y5,DI_y6,A_y6,B_y6,C_y6,DI_y7,A_y7,B_y7,C_y7,DI_y8,A_y8,B_y8,C_y8,DI_y9,A_y9,B_y9,C_y9,DI_y10,A_y10,B_y10,C_y10,DI_y11,A_y11,B_y11,C_y11,DI_y12,A_y12,B_y12,C_y12,DI_y13,A_y13,B_y13,C_y13,DI_y14,A_y14,B_y14,C_y14,DI_y15,A_y15,B_y15,C_y15,DI_y3_top5,DI_y4_top5,DI_y5_top5,DI_y6_top5,DI_y7_top5,DI_y8_top5,DI_y9_top5,DI_y10_top5,DI_y11_top5,DI_y12_top5,DI_y13_top5,DI_y14_top5,DI_y15_top5,years_in_top5,first_year_top5,last_year_top5
https://openalex.org/W117169736,0.2,1,4,0,0.0667,1,14,0,0.0435,1,22,0,0.0323,1,30,0,0.025,1,39,0,0.0196,1,50,0,0.0152,2,63,1,0.0238,3,80,1,0.0202,3,95,1,0.0268,4,107,1,0.0248,4,116,1,0.0234,4,123,1,0.0221,4,131,1,0.0336,6,142,1,0.0252,6,151,2,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W133940331,0.0357,3,81,0,0.0186,3,158,0,0.0164,4,240,0,0.0149,5,331,0,0.0143,6,415,0,0.0154,8,512,0,0.0155,10,636,0,0.0131,10,752,0,0.0115,10,862,0,0.0101,10,983,0,0.009,10,1097,0,0.01,12,1191,0,0.0094,12,1266,0,0.0088,12,1344,0,0.0084,12,1424,0,True,True,True,True,True,True,True,True,True,True,True,False,False,11,DI_y3_top5,DI_y13_top5
https://openalex.org/W135886031,0.014,3,212,0,0.0098,4,403,0,0.01,6,593,0,0.0088,7,788,0,0.0063,7,952,1,0.0054,7,1109,1,0.0047,7,1275,1,0.0041,7,1445,1,0.0037,7,1603,1,0.0028,7,1775,2,0.0026,7,1911,2,0.0029,8,2057,2,0.0027,8,2190,2,0.0026,8,2312,2,0.0025,8,2429,2,True,True,False,False,False,False,False,False,False,False,False,False,False,2,DI_y3_top5,DI_y4_top5
https://openalex.org/W1486795970,0.2,3,12,0,0.0938,3,29,0,0.1026,4,35,0,0.0943,5,48,0,0.1045,7,60,0,0.1169,9,68,0,0.1149,10,77,0,0.1134,11,86,0,0.1238,13,92,0,0.1161,13,99,0,0.1102,14,103,1,0.112,15,109,1,0.1136,16,115,1,0.1042,16,127,1,0.1081,17,130,1,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W1494022411,0.0,0,44,0,0.0103,1,96,0,0.0214,3,137,0,0.0114,3,171,1,-0.0048,3,203,4,-0.012,3,241,6,-0.0104,3,280,6,-0.0092,3,316,6,-0.0084,3,348,6,-0.008,3,368,6,-0.0149,3,391,9,-0.0141,3,414,9,-0.0132,3,441,9,-0.0127,3,460,9,-0.012,3,488,9,True,True,False,False,False,False,False,False,False,False,False,False,False,2,DI_y3_top5,DI_y4_top5
https://openalex.org/W1500276683,0.0,0,28,0,0.0,0,77,0,0.0087,2,112,1,0.0132,5,144,3,0.0159,6,180,3,0.0138,6,208,3,0.0082,6,233,4,0.0109,8,263,5,0.0065,8,296,6,0.003,8,321,7,0.0056,9,340,7,0.0054,9,356,7,0.0074,10,387,7,0.0072,10,402,7,0.0092,11,419,7,True,True,True,True,True,True,False,False,False,False,False,False,False,6,DI_y3_top5,DI_y8_top5
https://openalex.org/W1505133202,0.026,9,179,4,0.0185,23,394,15,0.02,41,633,27,0.0272,63,895,36,0.024,79,1123,49,0.0301,104,1366,58,0.0302,122,1630,67,0.0283,134,1873,75,0.0336,161,2142,81,0.0329,178,2406,90,0.0366,210,2642,102,0.0366,229,2859,112,0.0379,252,3055,122,0.0389,276,3265,133,0.0417,301,3473,138,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W1507809280,-0.027,0,36,1,-0.0435,0,66,3,-0.0303,0,96,3,-0.0157,1,123,3,-0.0128,2,150,4,-0.0112,2,173,4,-0.01,2,195,4,0.0045,5,214,4,0.004,5,239,4,0.0073,7,261,5,0.017,10,279,5,0.0159,11,298,6,0.0177,12,321,6,0.0139,12,342,7,0.0185,14,358,7,False,False,False,False,False,False,False,False,True,True,True,True,True,5,DI_y11_top5,DI_y15_top5
https://openalex.org/W1510763319,0.02,1,49,0,0.0091,1,109,0,0.0172,3,171,0,0.0136,3,218,0,0.0115,3,257,0,0.0121,4,327,0,0.011,4,359,0,0.0101,4,394,0,0.0095,4,415,0,0.0106,5,466,0,0.0101,5,492,0,0.0097,5,511,0,0.0095,5,524,0,0.011,6,539,0,0.0108,6,547,0,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W1511172449,0.0,0,58,0,0.0,0,119,0,0.0053,1,187,0,0.0071,2,281,0,0.0085,3,351,0,0.0091,5,432,1,0.0117,8,502,2,0.012,10,569,3,0.0074,10,657,5,0.0105,13,744,5,0.0111,14,793,5,0.0115,16,849,6,0.0129,18,907,6,0.0154,21,944,6,0.0147,22,991,7,False,False,True,True,True,True,False,True,True,True,True,True,True,10,DI_y5_top5,DI_y15_top5
