focal_id,delay_years_to_top5
https://openalex.org/W1031027174,12
https://openalex.org/W1135991709,0
https://openalex.org/W129932795,0
https://openalex.org/W140545373,0
https://openalex.org/W144734855,1
https://openalex.org/W1483359549,0
https://openalex.org/W1488544227,0
https://openalex.org/W1492740679,0
https://openalex.org/W1496983530,0
https://openalex.org/W1503351667,0
https://openalex.org/W1503686863,0
https://openalex.org/W1503730632,6
https://openalex.org/W1505159369,0
https://openalex.org/W1506705325,2
https://openalex.org/W1506886164,5
https://openalex.org/W1507282707,0
https://openalex.org/W1509383477,0
https://openalex.org/W1513939923,0
https://openalex.org/W1514728422,0
https://openalex.org/W1526405173,5
https://openalex.org/W1539242837,9
https://openalex.org/W1543348012,2
https://openalex.org/W1550066983,0
https://openalex.org/W1550170362,5
https://openalex.org/W1550223648,4
https://openalex.org/W1551301273,0
https://openalex.org/W1556442971,0
https://openalex.org/W1564484465,0
https://openalex.org/W1564825352,0
https://openalex.org/W1565064111,0
https://openalex.org/W1567889462,0
https://openalex.org/W1571988900,2
https://openalex.org/W1572466188,0
https://openalex.org/W1573690146,0
https://openalex.org/W1578672048,1
https://openalex.org/W1585106175,0
https://openalex.org/W1585309240,0
https://openalex.org/W1586840112,0
https://openalex.org/W1596448420,2
https://openalex.org/W1598161593,0
https://openalex.org/W1689364829,0
https://openalex.org/W1706535000,0
https://openalex.org/W1885319801,0
https://openalex.org/W1897824899,5
https://openalex.org/W1912045628,0
https://openalex.org/W1940525558,1
https://openalex.org/W1963737321,0
https://openalex.org/W1963826361,0
https://openalex.org/W1963845285,1
https://openalex.org/W1963916532,0
https://openalex.org/W1964158959,0
https://openalex.org/W1964159391,2
https://openalex.org/W1964180347,0
https://openalex.org/W1964224747,5
https://openalex.org/W1964475137,0
https://openalex.org/W1964573123,1
https://openalex.org/W1964738124,0
https://openalex.org/W1964873082,0
https://openalex.org/W1965190884,1
https://openalex.org/W1965191954,0
https://openalex.org/W1965195202,0
https://openalex.org/W1965621063,0
https://openalex.org/W1966088424,0
https://openalex.org/W1966089542,1
https://openalex.org/W1966250951,0
https://openalex.org/W1966646125,3
https://openalex.org/W1966739934,0
https://openalex.org/W1966912557,0
https://openalex.org/W1967132626,0
https://openalex.org/W1967236000,4
https://openalex.org/W1967807928,6
https://openalex.org/W1968345031,0
https://openalex.org/W1968417413,0
https://openalex.org/W1968621910,3
