work_id,n_authors,n_affiliations,n_countries,countries,is_international
https://openalex.org/W1031027174,2,2,1,HK,0
https://openalex.org/W1135991709,1,1,0,,0
https://openalex.org/W129932795,3,3,0,,0
https://openalex.org/W140545373,2,2,2,"MO,US",1
https://openalex.org/W144734855,1,1,0,,0
https://openalex.org/W1483359549,2,2,2,"FR,US",1
https://openalex.org/W1488544227,2,2,1,GB,0
https://openalex.org/W1492740679,2,2,1,DK,0
https://openalex.org/W1496983530,2,2,1,GB,0
https://openalex.org/W1503351667,1,1,0,,0
https://openalex.org/W1503686863,3,3,1,US,0
https://openalex.org/W1503730632,1,1,0,,0
https://openalex.org/W1505159369,1,1,0,,0
https://openalex.org/W1506705325,2,2,1,US,0
https://openalex.org/W1506886164,3,3,1,SE,0
https://openalex.org/W1507282707,1,1,0,,0
https://openalex.org/W1509383477,3,4,1,US,0
https://openalex.org/W1513939923,3,4,2,"GB,US",1
https://openalex.org/W1514728422,2,2,1,IT,0
https://openalex.org/W1526405173,3,3,1,TR,0
https://openalex.org/W1539242837,1,2,0,,0
https://openalex.org/W1543348012,2,2,2,"AU,US",1
https://openalex.org/W1550066983,2,3,1,US,0
https://openalex.org/W1550170362,1,1,0,,0
https://openalex.org/W1550223648,3,3,2,"HK,SG",1
https://openalex.org/W1551301273,2,3,1,US,0
https://openalex.org/W1556442971,3,3,1,US,0
https://openalex.org/W1564484465,3,3,2,"GB,IN",1
https://openalex.org/W1564825352,4,4,3,"GB,IL,SE",1
https://openalex.org/W1565064111,3,3,1,MY,0
https://openalex.org/W1567889462,1,1,0,,0
https://openalex.org/W1571988900,3,4,1,US,0
https://openalex.org/W1572466188,1,1,0,,0
https://openalex.org/W1573690146,2,2,1,IT,0
https://openalex.org/W1578672048,6,6,1,US,0
https://openalex.org/W1585106175,3,3,1,US,0
https://openalex.org/W1585309240,1,1,0,,0
https://openalex.org/W1586840112,2,2,1,CH,0
https://openalex.org/W1596448420,3,3,1,US,0
https://openalex.org/W1598161593,2,2,1,NL,0
https://openalex.org/W1689364829,4,4,1,US,0
https://openalex.org/W1706535000,3,3,2,"DE,GB",1
https://openalex.org/W1885319801,1,1,0,,0
https://openalex.org/W1897824899,2,2,0,,0
https://openalex.org/W1912045628,2,2,1,AU,0
https://openalex.org/W1940525558,1,1,0,,0
https://openalex.org/W1963737321,1,1,0,,0
https://openalex.org/W1963826361,1,1,0,,0
https://openalex.org/W1963845285,2,2,1,GB,0
https://openalex.org/W1963916532,2,2,1,NL,0
https://openalex.org/W1964158959,1,1,0,,0
https://openalex.org/W1964159391,2,2,1,US,0
https://openalex.org/W1964180347,3,3,0,,0
https://openalex.org/W1964224747,4,5,2,"AU,NZ",1
https://openalex.org/W1964475137,1,1,0,,0
https://openalex.org/W1964573123,2,2,0,,0
https://openalex.org/W1964738124,1,1,0,,0
https://openalex.org/W1964873082,2,2,1,US,0
https://openalex.org/W1965190884,1,1,0,,0
https://openalex.org/W1965191954,2,2,1,IL,0
https://openalex.org/W1965195202,1,1,0,,0
https://openalex.org/W1965621063,2,2,1,US,0
https://openalex.org/W1966088424,2,2,0,,0
https://openalex.org/W1966089542,1,1,0,,0
https://openalex.org/W1966250951,2,2,1,AU,0
https://openalex.org/W1966646125,1,1,0,,0
https://openalex.org/W1966739934,1,1,0,,0
https://openalex.org/W1966912557,1,1,0,,0
https://openalex.org/W1967132626,2,2,1,US,0
https://openalex.org/W1967236000,3,3,1,US,0
https://openalex.org/W1967807928,1,1,0,,0
https://openalex.org/W1968345031,2,2,2,"GB,US",1
https://openalex.org/W1968417413,1,1,0,,0
https://openalex.org/W1968621910,4,7,1,GR,0
https://openalex.org/W1968689099,3,3,1,US,0
https://openalex.org/W1968781602,3,3,1,BR,0
https://openalex.org/W1969230246,4,4,1,GB,0
https://openalex.org/W1969486077,1,1,0,,0
https://openalex.org/W1969668298,3,3,1,NO,0
https://openalex.org/W1969755321,1,1,0,,0
https://openalex.org/W1969975653,3,3,1,GB,0
https://openalex.org/W1970914875,1,1,0,,0
https://openalex.org/W1970992662,1,1,0,,0
https://openalex.org/W1971093387,2,2,0,,0
https://openalex.org/W1971158511,2,2,1,DE,0
https://openalex.org/W1971336652,3,3,1,GB,0
https://openalex.org/W1971487493,1,1,0,,0
https://openalex.org/W1971502455,2,2,1,TH,0
https://openalex.org/W1971727000,3,4,2,"AU,US",1
https://openalex.org/W1971851075,1,1,0,,0
https://openalex.org/W1971863078,3,3,1,HK,0
https://openalex.org/W1972165684,1,1,0,,0
https://openalex.org/W1972168343,1,1,0,,0
https://openalex.org/W1972778100,2,3,1,FR,0
https://openalex.org/W1973047640,3,3,0,,0
https://openalex.org/W1973101971,1,1,0,,0
https://openalex.org/W1973106778,1,1,0,,0
https://openalex.org/W1973216346,1,1,0,,0
https://openalex.org/W1973447978,1,1,0,,0
https://openalex.org/W1973476812,3,3,2,"FR,US",1
https://openalex.org/W1973714833,2,2,1,GB,0
https://openalex.org/W1973888975,9,10,1,SE,0
https://openalex.org/W1974103539,2,2,1,US,0
https://openalex.org/W1974137683,1,1,0,,0
https://openalex.org/W1974153919,2,2,0,,0
https://openalex.org/W1974630465,2,2,0,,0
https://openalex.org/W1974807528,3,3,2,"GB,US",1
https://openalex.org/W1974808640,4,4,1,GB,0
https://openalex.org/W1974898994,3,3,1,MY,0
https://openalex.org/W1974910739,10,22,2,"CN,US",1
https://openalex.org/W1975060876,3,3,1,CY,0
https://openalex.org/W1975070776,3,3,0,,0
https://openalex.org/W1975499808,2,2,0,,0
https://openalex.org/W1975786683,2,2,1,GB,0
https://openalex.org/W1975867198,3,3,1,US,0
https://openalex.org/W1976155241,3,3,3,"DK,IT,MX",1
https://openalex.org/W1976263950,1,1,0,,0
https://openalex.org/W1976434954,1,1,0,,0
https://openalex.org/W1976867512,3,3,1,US,0
https://openalex.org/W1977121870,2,3,2,"GB,US",1
https://openalex.org/W1977161640,2,2,1,US,0
https://openalex.org/W1977553010,1,1,0,,0
https://openalex.org/W1977607860,2,2,1,US,0
https://openalex.org/W1977608529,3,3,1,HK,0
https://openalex.org/W1977796226,3,3,1,US,0
https://openalex.org/W1977971719,2,2,1,AU,0
https://openalex.org/W1978075503,1,1,0,,0
https://openalex.org/W1978089362,2,2,1,BR,0
https://openalex.org/W1978314647,1,1,0,,0
https://openalex.org/W1978944460,1,1,0,,0
https://openalex.org/W1978998773,3,3,1,GB,0
https://openalex.org/W1979105701,1,1,0,,0
https://openalex.org/W1979181096,2,2,1,GB,0
https://openalex.org/W1979509100,3,3,1,US,0
https://openalex.org/W1979691230,1,1,0,,0
https://openalex.org/W1979869921,1,1,0,,0
https://openalex.org/W1979883225,2,2,1,JP,0
https://openalex.org/W1980029563,1,1,0,,0
https://openalex.org/W1980360850,3,3,1,CA,0
https://openalex.org/W1980850924,1,1,0,,0
https://openalex.org/W1981020606,1,1,0,,0
https://openalex.org/W1981122804,1,1,0,,0
https://openalex.org/W1981318802,2,2,2,"GB,GR",1
https://openalex.org/W1981480806,1,1,0,,0
https://openalex.org/W1981647117,3,3,1,CA,0
https://openalex.org/W1981765810,1,1,0,,0
https://openalex.org/W1981809662,2,2,1,US,0
https://openalex.org/W1981859409,1,1,0,,0
https://openalex.org/W1981907545,2,2,1,GB,0
https://openalex.org/W1982083452,2,2,1,SE,0
https://openalex.org/W1982436122,1,1,0,,0
https://openalex.org/W1982730217,3,3,1,BE,0
https://openalex.org/W1982827488,1,2,0,,0
https://openalex.org/W1982931417,2,2,1,US,0
https://openalex.org/W1983065474,1,1,0,,0
https://openalex.org/W1983120063,2,2,1,ES,0
https://openalex.org/W1983156306,1,1,0,,0
https://openalex.org/W1983307867,2,2,1,US,0
https://openalex.org/W1983485898,2,2,2,"CA,US",1
https://openalex.org/W1983525457,1,1,0,,0
https://openalex.org/W1983652531,3,3,1,GB,0
https://openalex.org/W1983662093,2,2,1,SG,0
https://openalex.org/W1983742908,1,1,0,,0
https://openalex.org/W1983751909,2,2,1,US,0
https://openalex.org/W1984191671,4,5,1,FR,0
https://openalex.org/W1984193002,1,1,0,,0
https://openalex.org/W1984202217,2,2,1,DK,0
https://openalex.org/W1984393002,2,2,0,,0
https://openalex.org/W1984973623,2,2,2,"GB,HK",1
https://openalex.org/W1984980438,1,1,0,,0
https://openalex.org/W1985006600,3,3,1,US,0
https://openalex.org/W1985040102,2,2,0,,0
https://openalex.org/W1985166487,2,2,1,US,0
https://openalex.org/W1985435153,3,3,1,TW,0
https://openalex.org/W1985723194,2,2,1,TW,0
https://openalex.org/W1985849789,1,1,0,,0
https://openalex.org/W1986085348,2,3,1,AU,0
https://openalex.org/W1986137885,2,2,0,,0
https://openalex.org/W1986343471,4,6,2,"GB,NL",1
https://openalex.org/W1986486304,2,2,1,BD,0
https://openalex.org/W1986530653,2,4,1,KW,0
https://openalex.org/W1986651982,1,1,0,,0
https://openalex.org/W1986772231,1,1,0,,0
https://openalex.org/W1986826440,3,3,1,GB,0
https://openalex.org/W1987351450,2,2,2,"GB,US",1
https://openalex.org/W1987520435,1,1,0,,0
https://openalex.org/W1988162817,1,1,0,,0
https://openalex.org/W1988535707,1,1,0,,0
https://openalex.org/W1988659993,4,4,2,"KR,US",1
https://openalex.org/W1988722869,2,2,0,,0
https://openalex.org/W1988985907,1,1,0,,0
https://openalex.org/W1989029211,2,2,1,GB,0
https://openalex.org/W1989119304,2,2,1,US,0
https://openalex.org/W1989145840,3,3,2,"GB,US",1
https://openalex.org/W1989261242,2,2,1,US,0
https://openalex.org/W1989380748,1,1,0,,0
https://openalex.org/W1989530016,2,2,1,US,0
https://openalex.org/W1989688297,2,2,1,AU,0
https://openalex.org/W1989813373,3,3,1,GR,0
https://openalex.org/W1989827685,2,2,1,US,0
https://openalex.org/W1989937739,1,1,0,,0
https://openalex.org/W1989982209,1,1,0,,0
https://openalex.org/W1989992963,1,1,0,,0
https://openalex.org/W1990180703,3,3,0,,0
https://openalex.org/W1990952944,3,3,1,US,0
https://openalex.org/W1991034995,1,1,0,,0
https://openalex.org/W1991155768,4,7,1,PT,0
https://openalex.org/W1991206581,2,2,1,US,0
https://openalex.org/W1991235945,1,1,0,,0
https://openalex.org/W1992322758,2,3,1,US,0
https://openalex.org/W1992364355,2,2,2,"SG,US",1
https://openalex.org/W1992546510,4,4,1,US,0
https://openalex.org/W1992800713,1,1,0,,0
https://openalex.org/W1992802127,1,1,0,,0
https://openalex.org/W1992850277,1,1,0,,0
https://openalex.org/W1992962428,1,1,0,,0
https://openalex.org/W1993064575,3,3,1,GB,0
https://openalex.org/W1993099107,2,2,1,FR,0
https://openalex.org/W1993253840,1,1,0,,0
https://openalex.org/W1993490752,1,1,0,,0
https://openalex.org/W1993610432,1,2,0,,0
https://openalex.org/W1993670904,1,1,0,,0
https://openalex.org/W1993896358,2,2,1,TW,0
https://openalex.org/W1994026632,1,1,0,,0
https://openalex.org/W1994736273,2,2,1,US,0
https://openalex.org/W1995265353,2,2,1,DE,0
https://openalex.org/W1995345115,2,2,1,US,0
https://openalex.org/W1995698309,4,5,3,"GR,JP,SE",1
https://openalex.org/W1995937795,3,3,1,GB,0
https://openalex.org/W1996055275,3,3,2,"BD,US",1
https://openalex.org/W1996122899,1,1,0,,0
https://openalex.org/W1996154545,3,3,0,,0
https://openalex.org/W1996345633,1,1,0,,0
https://openalex.org/W1996594848,2,2,0,,0
https://openalex.org/W1996968398,2,2,1,GB,0
https://openalex.org/W1997406536,3,3,1,JP,0
https://openalex.org/W1997451858,2,2,1,CA,0
https://openalex.org/W1997837316,1,1,0,,0
https://openalex.org/W1998306296,3,3,0,,0
https://openalex.org/W1998452844,3,3,2,"JP,US",1
https://openalex.org/W1998485346,2,2,1,GB,0
https://openalex.org/W1998974421,5,5,1,CA,0
https://openalex.org/W1999156472,1,1,0,,0
https://openalex.org/W1999236033,1,1,0,,0
https://openalex.org/W1999351954,1,1,0,,0
https://openalex.org/W1999423104,2,2,0,,0
https://openalex.org/W1999611975,2,2,1,GB,0
https://openalex.org/W1999918296,6,6,1,AU,0
https://openalex.org/W1999978037,1,1,0,,0
https://openalex.org/W2000007158,3,5,1,US,0
https://openalex.org/W2000304767,1,1,0,,0
https://openalex.org/W2000790460,1,1,0,,0
https://openalex.org/W2000988045,3,4,1,US,0
https://openalex.org/W2001178637,3,3,1,GB,0
https://openalex.org/W2001700983,5,5,2,"CN,US",1
https://openalex.org/W2001972652,3,3,1,CA,0
https://openalex.org/W2002184275,2,2,0,,0
https://openalex.org/W2002354613,3,3,1,US,0
https://openalex.org/W2002625974,2,2,1,US,0
https://openalex.org/W2002815385,7,8,1,JP,0
https://openalex.org/W2002830017,1,1,0,,0
https://openalex.org/W2003106539,1,1,0,,0
https://openalex.org/W2003304478,2,2,1,US,0
https://openalex.org/W2003721182,3,3,1,GB,0
https://openalex.org/W2003845634,2,2,1,ES,0
https://openalex.org/W2003848706,5,5,1,NL,0
https://openalex.org/W2004176742,4,4,1,NL,0
https://openalex.org/W2004396818,2,2,1,DE,0
https://openalex.org/W2004679331,2,2,2,"DE,GB",1
https://openalex.org/W2004738544,1,1,0,,0
https://openalex.org/W2005048491,1,1,0,,0
https://openalex.org/W2005400451,3,3,1,GB,0
https://openalex.org/W2005442560,3,3,1,US,0
https://openalex.org/W2005574000,4,4,0,,0
https://openalex.org/W2005873774,1,1,0,,0
https://openalex.org/W2005899642,2,2,1,GB,0
https://openalex.org/W2005935111,3,3,2,"GB,NL",1
https://openalex.org/W2006127633,2,2,1,GB,0
https://openalex.org/W2006452777,1,1,0,,0
https://openalex.org/W2006480875,2,2,1,AU,0
https://openalex.org/W2006593106,3,3,2,"CA,TR",1
https://openalex.org/W2006910049,4,4,1,CN,0
https://openalex.org/W2006935917,1,1,0,,0
https://openalex.org/W2007179788,3,3,0,,0
https://openalex.org/W2007250918,6,6,1,JP,0
https://openalex.org/W2007315501,2,2,1,ES,0
https://openalex.org/W2007369634,3,3,1,NZ,0
https://openalex.org/W2007371668,6,6,0,,0
https://openalex.org/W2007834724,1,1,0,,0
