focal_id,DI_y1,A_y1,B_y1,C_y1,DI_y2,A_y2,B_y2,C_y2,DI_y3,A_y3,B_y3,C_y3,DI_y4,A_y4,B_y4,C_y4,DI_y5,A_y5,B_y5,C_y5,DI_y6,A_y6,B_y6,C_y6,DI_y7,A_y7,B_y7,C_y7,DI_y8,A_y8,B_y8,C_y8,DI_y9,A_y9,B_y9,C_y9,DI_y10,A_y10,B_y10,C_y10,DI_y11,A_y11,B_y11,C_y11,DI_y12,A_y12,B_y12,C_y12,DI_y13,A_y13,B_y13,C_y13,DI_y14,A_y14,B_y14,C_y14,DI_y15,A_y15,B_y15,C_y15,DI_y3_top5,DI_y4_top5,DI_y5_top5,DI_y6_top5,DI_y7_top5,DI_y8_top5,DI_y9_top5,DI_y10_top5,DI_y11_top5,DI_y12_top5,DI_y13_top5,DI_y14_top5,DI_y15_top5,years_in_top5,first_year_top5,last_year_top5
https://openalex.org/W112679860,0.0556,2,34,0,0.0345,6,78,3,0.0141,10,124,8,0.0259,16,166,11,0.0354,21,221,12,0.019,25,271,19,0.0207,31,332,23,0.0204,34,382,25,0.0134,37,457,30,0.0116,45,518,38,0.0073,49,595,44,0.0026,52,667,50,0.0071,59,737,53,0.0212,73,818,53,0.0254,79,891,53,True,True,True,True,True,True,True,True,False,False,False,True,True,10,DI_y3_top5,DI_y15_top5
https://openalex.org/W123496065,0.0,0,144,0,0.0039,1,257,0,0.0044,2,450,0,0.0061,4,649,0,0.0049,5,815,1,0.0259,29,1010,2,0.0248,32,1174,2,0.022,34,1369,3,0.0178,34,1529,6,0.016,35,1709,7,0.0155,37,1892,7,0.0145,38,2087,7,0.0139,40,2262,8,0.013,40,2405,8,0.0123,40,2551,8,False,False,False,True,True,True,True,True,True,True,True,True,False,9,DI_y6_top5,DI_y14_top5
https://openalex.org/W140229332,0.004,1,252,0,0.0084,7,584,2,0.0082,11,957,3,0.0071,13,1390,3,0.0076,17,1823,3,0.0055,18,2328,5,0.0048,20,2897,6,0.004,20,3504,6,0.0036,21,4160,6,0.0032,22,4905,6,0.0032,24,5668,6,0.0029,25,6526,6,0.0028,27,7377,6,0.0028,29,8218,6,0.0028,31,9030,6,True,False,False,False,False,False,False,False,False,False,False,False,False,1,DI_y3_top5,DI_y3_top5
https://openalex.org/W145704741,0.0,2,107,2,0.0132,7,217,4,0.0232,12,329,4,0.0204,16,468,6,0.0195,22,582,10,0.0168,28,730,15,0.0241,40,854,18,0.0252,46,965,20,0.0261,51,1076,21,0.03,63,1212,24,0.0315,70,1367,24,0.0336,81,1497,27,0.0311,84,1620,30,0.0335,92,1726,30,0.0336,96,1841,30,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W1479901483,0.0,0,63,0,0.0081,1,123,0,0.0094,3,209,1,0.0143,5,273,1,0.0167,8,349,2,-0.0197,8,433,17,-0.0161,9,532,18,-0.0118,11,648,19,-0.0125,13,763,23,-0.0087,17,873,25,-0.0079,18,974,26,-0.0071,20,1078,28,-0.0049,22,1178,28,-0.0008,27,1260,28,-0.0021,27,1364,30,True,True,True,False,False,False,False,False,False,False,False,False,False,3,DI_y3_top5,DI_y5_top5
https://openalex.org/W1508366956,0.1667,1,5,0,0.2222,4,14,0,0.1667,6,23,1,0.1351,7,28,2,0.12,9,38,3,0.1944,18,50,4,0.1649,25,63,9,0.1583,29,81,10,0.1544,32,93,11,0.2027,41,96,11,0.2134,48,103,13,0.2373,55,109,13,0.2843,73,116,15,0.3049,83,125,15,0.3235,93,129,16,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W1510615428,0.0,0,52,0,0.0115,1,86,0,0.0,1,139,1,0.0104,3,189,1,0.0041,3,241,2,0.0,3,292,3,0.0,5,341,5,-0.0024,5,398,6,-0.0085,5,456,9,-0.0058,6,505,9,-0.007,6,552,10,-0.0064,6,608,10,-0.0075,6,649,11,-0.007,6,698,11,-0.0066,6,746,11,False,True,False,False,False,False,False,False,False,False,False,False,False,1,DI_y4_top5,DI_y4_top5
https://openalex.org/W1518660991,0.0556,1,17,0,0.0769,2,24,0,0.0714,3,39,0,0.0714,5,50,1,0.0533,6,67,2,0.0575,7,78,2,0.048,8,115,2,0.0405,8,138,2,0.0377,8,149,2,0.0326,8,174,2,0.034,9,195,2,0.0315,9,211,2,0.0378,11,225,2,0.0357,11,239,2,0.034,11,252,2,True,True,True,True,True,True,True,True,True,True,True,True,True,13,DI_y3_top5,DI_y15_top5
https://openalex.org/W1519438511,0.0,0,8,0,0.0,0,11,0,0.0526,1,18,0,0.0,1,24,1,-0.0294,1,31,2,-0.0952,1,36,5,-0.098,1,44,6,-0.0625,2,56,6,-0.0597,2,59,6,-0.0685,2,64,7,-0.05,3,70,7,-0.0465,3,76,7,-0.0211,5,83,7,-0.02,5,88,7,-0.0192,5,92,7,True,False,False,False,False,False,False,False,False,False,False,False,False,1,DI_y3_top5,DI_y3_top5
https://openalex.org/W1519690358,0.0,0,80,0,0.0,0,172,0,0.0,0,261,0,0.0,0,372,0,0.0,0,479,0,0.0033,2,598,0,0.0082,6,723,0,0.009,9,875,1,0.0115,14,1025,2,0.0112,16,1233,2,0.0117,20,1428,3,0.0132,25,1644,3,0.0148,31,1864,3,0.016,37,2080,3,0.0179,45,2300,3,False,False,False,False,False,False,True,True,True,True,True,True,True,7,DI_y9_top5,DI_y15_top5
