work_id,n_authors,n_affiliations,n_countries,countries,is_international
https://openalex.org/W117169736,7,7,1,KR,0
https://openalex.org/W133940331,5,5,2,"AR,US",1
https://openalex.org/W135886031,6,6,1,FR,0
https://openalex.org/W1486795970,3,3,1,US,0
https://openalex.org/W1494022411,3,3,1,FI,0
https://openalex.org/W1500276683,4,4,0,,0
https://openalex.org/W1505133202,1,1,0,,0
https://openalex.org/W1507809280,2,2,1,CN,0
https://openalex.org/W1510763319,5,5,1,IN,0
https://openalex.org/W1511172449,4,4,1,IN,0
https://openalex.org/W1516471878,1,1,0,,0
https://openalex.org/W1519115520,1,1,0,,0
https://openalex.org/W1521948202,1,1,0,,0
https://openalex.org/W1531176231,2,2,0,,0
https://openalex.org/W1541232310,2,2,1,US,0
https://openalex.org/W1542216801,6,6,1,JP,0
https://openalex.org/W1544034054,3,3,1,IN,0
https://openalex.org/W1552531764,4,8,1,CN,0
https://openalex.org/W1574031963,4,4,1,KR,0
https://openalex.org/W1576068958,3,3,1,GB,0
https://openalex.org/W1576213792,5,5,1,BR,0
https://openalex.org/W1581894811,7,8,2,"GB,US",1
https://openalex.org/W1583691717,1,1,0,,0
https://openalex.org/W1605387936,3,6,1,US,0
https://openalex.org/W1606133259,4,4,1,JP,0
https://openalex.org/W1608352853,1,1,0,,0
https://openalex.org/W1625386509,6,9,2,"NZ,US",1
https://openalex.org/W166343443,1,1,0,,0
https://openalex.org/W1668154092,2,4,1,US,0
https://openalex.org/W1672129396,2,2,1,LT,0
https://openalex.org/W170094209,6,12,2,"BE,US",1
https://openalex.org/W1701493487,1,1,0,,0
https://openalex.org/W1756232489,6,6,1,KR,0
https://openalex.org/W181498366,6,6,1,IN,0
https://openalex.org/W181940896,2,4,1,US,0
https://openalex.org/W1819961178,2,2,1,EG,0
https://openalex.org/W1841736290,4,4,2,"KR,VN",1
https://openalex.org/W1857546043,2,2,0,,0
https://openalex.org/W1864203502,13,13,1,FR,0
https://openalex.org/W1869305972,3,3,0,,0
https://openalex.org/W1895993106,2,2,1,US,0
https://openalex.org/W1920165987,3,3,0,,0
https://openalex.org/W1922065206,1,1,0,,0
https://openalex.org/W1934536375,5,5,1,CN,0
https://openalex.org/W1936749937,5,10,1,CN,0
https://openalex.org/W19390358,5,5,1,CN,0
https://openalex.org/W194388979,9,10,4,"DE,FR,GB,NL",1
https://openalex.org/W195666568,4,4,1,US,0
https://openalex.org/W1963568411,38,38,1,US,0
https://openalex.org/W1963614578,4,8,1,GB,0
https://openalex.org/W1963653227,5,5,1,BR,0
https://openalex.org/W1963790044,4,5,2,"CA,PL",1
https://openalex.org/W1963824779,3,3,0,,0
https://openalex.org/W1963918885,5,13,2,"CH,FR",1
https://openalex.org/W1963924734,3,3,1,US,0
https://openalex.org/W1964052049,3,3,1,TW,0
https://openalex.org/W1964147099,4,4,1,JP,0
https://openalex.org/W1964217300,19,19,1,US,0
https://openalex.org/W1964228929,5,5,1,US,0
https://openalex.org/W1964254594,7,7,2,"JP,US",1
https://openalex.org/W1964259950,1,1,0,,0
https://openalex.org/W1964288158,5,5,1,CZ,0
https://openalex.org/W1964311344,4,4,1,JP,0
https://openalex.org/W1964326818,4,4,1,CN,0
https://openalex.org/W1964355539,3,6,1,JP,0
https://openalex.org/W1964367169,2,2,1,GR,0
https://openalex.org/W1964403831,10,10,2,"CN,US",1
https://openalex.org/W1964415461,3,4,1,US,0
https://openalex.org/W1964470421,12,12,0,,0
https://openalex.org/W1964579658,4,4,1,EG,0
https://openalex.org/W1964644013,3,3,1,FR,0
https://openalex.org/W1964662886,4,4,1,BR,0
https://openalex.org/W1964678172,5,5,0,,0
https://openalex.org/W1964693547,4,4,1,EG,0
https://openalex.org/W1964695617,2,2,1,KR,0
https://openalex.org/W1964880954,7,7,1,MX,0
https://openalex.org/W1964888264,6,6,1,DE,0
https://openalex.org/W1964974636,4,4,1,US,0
https://openalex.org/W1965031980,2,2,1,NG,0
https://openalex.org/W1965073591,1,1,0,,0
https://openalex.org/W1965099915,3,3,0,,0
https://openalex.org/W1965100874,3,4,1,NL,0
https://openalex.org/W1965117346,3,3,1,DE,0
https://openalex.org/W1965171634,3,3,1,SG,0
https://openalex.org/W1965260442,4,4,1,IN,0
https://openalex.org/W1965285547,20,20,1,US,0
https://openalex.org/W1965299039,6,6,1,KR,0
https://openalex.org/W1965311921,4,4,1,DE,0
https://openalex.org/W1965321497,9,9,1,BE,0
https://openalex.org/W1965357535,4,8,2,"CA,US",1
https://openalex.org/W1965394815,5,5,1,IN,0
https://openalex.org/W1965425959,1,1,0,,0
https://openalex.org/W1965463767,6,6,1,DE,0
https://openalex.org/W1965508844,3,3,1,GB,0
https://openalex.org/W1965733958,2,2,0,,0
https://openalex.org/W1965812076,4,4,0,,0
https://openalex.org/W1965857957,3,6,1,CN,0
https://openalex.org/W1965874592,7,7,1,CN,0
https://openalex.org/W1965964841,5,5,2,"JP,US",1
https://openalex.org/W1966009552,4,4,1,US,0
https://openalex.org/W1966050415,2,2,1,GB,0
https://openalex.org/W1966119769,4,4,1,US,0
https://openalex.org/W1966159922,2,2,1,JP,0
https://openalex.org/W1966183401,1,1,0,,0
https://openalex.org/W1966210362,1,1,0,,0
https://openalex.org/W1966210406,5,5,0,,0
https://openalex.org/W1966224782,6,11,2,"CH,CI",1
https://openalex.org/W1966239666,5,5,1,VE,0
https://openalex.org/W1966398962,9,36,1,US,0
https://openalex.org/W1966471935,1,1,0,,0
https://openalex.org/W1966570148,5,5,1,IN,0
https://openalex.org/W1966593985,3,4,1,US,0
https://openalex.org/W1966595448,4,7,1,FR,0
https://openalex.org/W1966668164,4,4,1,DE,0
https://openalex.org/W1966733833,8,8,1,PR,0
https://openalex.org/W1966814616,2,2,1,TR,0
https://openalex.org/W1966851745,1,1,0,,0
https://openalex.org/W1966974269,7,7,1,IN,0
https://openalex.org/W1967011265,6,6,1,US,0
https://openalex.org/W1967113366,9,9,1,US,0
https://openalex.org/W1967189967,13,39,1,JP,0
https://openalex.org/W1967197452,6,6,2,"CN,KR",1
https://openalex.org/W1967245484,6,6,1,JP,0
https://openalex.org/W1967254275,1,1,0,,0
https://openalex.org/W1967291837,8,8,1,DE,0
https://openalex.org/W1967376469,4,4,1,PR,0
https://openalex.org/W1967474030,21,21,0,,0
https://openalex.org/W1967483345,2,2,0,,0
https://openalex.org/W1967516318,2,2,1,SA,0
https://openalex.org/W1967594600,5,15,2,"CN,IT",1
https://openalex.org/W1967597978,5,5,1,US,0
https://openalex.org/W1967621631,5,8,2,"DE,JP",1
https://openalex.org/W1967811985,4,4,1,BR,0
https://openalex.org/W1967849302,9,9,1,MX,0
https://openalex.org/W1967928314,10,10,1,US,0
https://openalex.org/W1968053235,1,1,0,,0
https://openalex.org/W1968150533,2,2,1,JP,0
https://openalex.org/W1968162562,4,4,1,FR,0
https://openalex.org/W1968167136,1,1,0,,0
https://openalex.org/W1968186744,4,6,1,CN,0
https://openalex.org/W1968355744,10,10,0,,0
https://openalex.org/W1968363955,3,3,1,PL,0
https://openalex.org/W1968404780,6,20,1,US,0
https://openalex.org/W1968495336,10,10,2,"JP,RU",1
https://openalex.org/W1968627984,1,2,0,,0
https://openalex.org/W1968638561,6,6,1,IN,0
https://openalex.org/W1968667961,3,3,1,FI,0
https://openalex.org/W1968695831,2,2,1,GR,0
https://openalex.org/W1968830981,1,1,0,,0
https://openalex.org/W1968867356,5,6,3,"CA,GB,US",1
https://openalex.org/W1968880743,5,10,1,JP,0
https://openalex.org/W1968885176,2,2,1,IR,0
https://openalex.org/W1969115726,2,2,1,IN,0
https://openalex.org/W1969138075,3,3,1,IN,0
https://openalex.org/W1969152525,1,2,0,,0
https://openalex.org/W1969168921,5,5,1,CN,0
https://openalex.org/W1969216946,3,3,1,IR,0
https://openalex.org/W1969346322,11,11,1,IT,0
https://openalex.org/W1969346377,8,8,1,IT,0
https://openalex.org/W1969498482,7,13,1,KR,0
https://openalex.org/W1969573591,6,6,2,"BH,KR",1
https://openalex.org/W1969776755,4,4,1,NZ,0
https://openalex.org/W1969796049,2,4,1,DE,0
https://openalex.org/W1969937647,4,4,1,IN,0
https://openalex.org/W1969949247,6,7,1,US,0
https://openalex.org/W1970282595,3,3,1,US,0
https://openalex.org/W1970318525,2,2,1,GB,0
https://openalex.org/W1970338255,6,6,1,ES,0
https://openalex.org/W1970383161,3,6,1,ZA,0
https://openalex.org/W1970476858,3,3,1,DE,0
https://openalex.org/W1970648581,8,11,1,KR,0
https://openalex.org/W1970709464,3,5,2,"AU,US",1
https://openalex.org/W1970780083,2,2,1,JP,0
https://openalex.org/W1971035670,3,3,1,DE,0
https://openalex.org/W1971062023,2,2,1,US,0
https://openalex.org/W1971152214,5,5,1,UZ,0
https://openalex.org/W1971257733,5,5,1,CN,0
https://openalex.org/W1971325495,4,4,1,IR,0
https://openalex.org/W1971402719,2,2,1,US,0
https://openalex.org/W1971414301,4,4,1,CN,0
https://openalex.org/W1971540757,6,6,1,AU,0
https://openalex.org/W1971648163,4,4,2,"GB,HU",1
https://openalex.org/W1971651509,8,8,1,JP,0
https://openalex.org/W1971739515,3,3,0,,0
https://openalex.org/W1971753559,6,6,1,DE,0
