new_word,new_word_reuse,new_phrase,new_phrase_reuse,new_word_comb,new_word_comb_reuse,new_phrase_comb,new_phrase_comb_reuse,semantic_distance,n_words,n_phrases,has_abstract,focal_id
0,0,0,0,1,2,1,3,0.0992732644081115,8,4,1,https://openalex.org/W1972401663
0,0,2,11,24,474,43,437,0.2133723497390747,39,19,1,https://openalex.org/W2010063869
0,0,1,115,0,0,5,25,0.1131100058555603,15,7,1,https://openalex.org/W2018833705
0,0,0,0,45,265,27,157,0.1230044364929199,69,26,1,https://openalex.org/W2069704104
2,99,3,98,76,1057,41,336,0.1398705244064331,51,25,1,https://openalex.org/W1986775812
0,0,0,0,48,493,6,25,0.1140410900115966,58,18,1,https://openalex.org/W2148197913
1,125,2,85,108,2276,67,1275,0.1244392991065979,61,30,1,https://openalex.org/W2056765555
1,14,1,14,11,316,4,48,0.1305328011512756,15,4,0,https://openalex.org/W2012182421
0,0,0,0,0,0,3,169,0.0819383859634399,8,4,1,https://openalex.org/W2158730144
0,0,0,0,0,0,0,0,0.1381692886352539,6,1,0,https://openalex.org/W2094350102
1,5,1,2,4,13,0,0,0.0876141190528869,7,2,0,https://openalex.org/W1813850579
0,0,0,0,2,5,59,346,0.084952712059021,64,33,1,https://openalex.org/W2061422374
0,0,0,0,0,0,0,0,0.0515214204788208,6,1,0,https://openalex.org/W2091122825
1,15,5,111,126,1744,94,1547,0.1516922116279602,49,33,1,https://openalex.org/W1987253270
0,0,0,0,9,50,19,135,0.0715404152870178,56,18,1,https://openalex.org/W1989467229
1,8,5,30,6,28,40,146,0.2081522941589355,38,19,1,https://openalex.org/W1999140583
0,0,1,2,0,0,1,41,0.094050109386444,9,4,0,https://openalex.org/W1499787182
0,0,0,0,0,0,1,4,0.0585287809371948,7,2,0,https://openalex.org/W2019177762
0,0,0,0,3,114,0,0,0.1064357757568359,9,2,0,https://openalex.org/W216492343
0,0,0,0,1,5,0,0,0.1272504925727844,8,2,0,https://openalex.org/W1543796853
0,0,0,0,0,0,0,0,0.1033782958984375,4,1,0,https://openalex.org/W1973359795
0,0,2,66,47,1462,68,535,0.0879514813423156,52,25,1,https://openalex.org/W2017651112
0,0,1,260,2,6,8,40,0.1439880132675171,17,7,1,https://openalex.org/W1982754089
0,0,1,17,17,377,26,250,0.100323736667633,32,13,1,https://openalex.org/W2741766484
0,0,1,4,32,147,71,321,0.1758720874786377,50,27,1,https://openalex.org/W1979122823
0,0,1,17,3,25,0,0,0.1273695230484008,13,3,0,https://openalex.org/W2148676133
0,0,3,12,38,1053,32,548,0.1124405860900878,38,24,1,https://openalex.org/W2149403658
0,0,1,2,6,61,21,147,0.1844211816787719,24,13,1,https://openalex.org/W2006924493
