focal_id,pub_year,delay_year,home,foreign,unknown
https://openalex.org/W108024977,2004,0,0,2,1
https://openalex.org/W115650655,2004,0,8,8,0
https://openalex.org/W117169736,2004,0,1,0,0
https://openalex.org/W1230367920,2004,0,3,0,3
https://openalex.org/W126685599,2004,1,3,30,0
https://openalex.org/W1273617668,2004,0,2,0,0
https://openalex.org/W1444008823,2004,0,0,2,1
https://openalex.org/W1480046766,2004,0,1,0,1
https://openalex.org/W1480650256,2004,4,16,12,0
https://openalex.org/W1481167800,2004,0,22,3,2
https://openalex.org/W1483987581,2004,0,21,0,0
https://openalex.org/W1484824299,2004,0,13,0,1
https://openalex.org/W1486496099,2004,0,0,1,0
https://openalex.org/W1493994261,2004,4,5,4,2
https://openalex.org/W1494381180,2004,1,3,0,1
https://openalex.org/W1494393818,2004,4,1,4,2
https://openalex.org/W1494459977,2004,2,8,16,3
https://openalex.org/W1495123273,2004,5,4,7,0
https://openalex.org/W1495333076,2004,2,3,3,1
https://openalex.org/W1498444562,2004,0,1,0,0
https://openalex.org/W1503244141,2004,0,1,1,1
https://openalex.org/W1507675710,2004,0,2,0,0
https://openalex.org/W1507800992,2004,0,4,7,0
https://openalex.org/W1512359776,2004,0,1,0,0
https://openalex.org/W1514019162,2004,2,9,2,1
https://openalex.org/W1520776793,2004,0,0,2,1
https://openalex.org/W1522333856,2004,4,6,2,0
https://openalex.org/W1529467583,2004,5,9,1,3
https://openalex.org/W1529747175,2004,0,4,0,0
https://openalex.org/W1533302841,2004,0,1,3,1
https://openalex.org/W1546698136,2004,0,11,2,0
https://openalex.org/W1550538508,2004,2,4,1,0
https://openalex.org/W1551948290,2004,0,3,4,0
https://openalex.org/W1552531764,2004,0,1,0,0
https://openalex.org/W1554123368,2004,2,1,2,0
https://openalex.org/W1560716168,2004,0,11,0,0
https://openalex.org/W1565350176,2004,0,1,3,0
https://openalex.org/W1565924116,2004,3,22,2,1
https://openalex.org/W1566547551,2004,3,65,7,9
https://openalex.org/W1569052678,2004,12,45,74,34
https://openalex.org/W1569821734,2004,8,7,9,0
https://openalex.org/W1572684301,2004,0,0,1,0
https://openalex.org/W157342397,2004,0,0,8,0
https://openalex.org/W1575469340,2004,5,6,4,0
https://openalex.org/W1575765717,2004,11,3,3,0
https://openalex.org/W1575998317,2004,5,7,0,0
https://openalex.org/W1578633171,2004,2,14,0,1
https://openalex.org/W1578929904,2004,0,9,21,0
https://openalex.org/W1579737275,2004,0,2,1,1
https://openalex.org/W1580865117,2004,1,2,0,0
https://openalex.org/W1581497715,2004,0,0,1,0
https://openalex.org/W1581636513,2004,0,1,0,0
https://openalex.org/W1585656846,2004,0,2,0,1
https://openalex.org/W1586944606,2004,0,3,1,1
https://openalex.org/W1587102070,2004,6,13,19,8
https://openalex.org/W1590692192,2004,5,8,3,2
https://openalex.org/W1591192234,2004,0,2,1,1
https://openalex.org/W1592717704,2004,7,7,10,4
https://openalex.org/W1593490313,2004,0,3,0,3
https://openalex.org/W1594428987,2004,0,2,0,0
https://openalex.org/W1597445150,2004,0,6,0,0
https://openalex.org/W1599812992,2004,7,0,4,0
https://openalex.org/W1605387936,2004,0,3,4,0
https://openalex.org/W1606875057,2004,0,0,1,0
https://openalex.org/W1624915,2004,0,2,3,1
https://openalex.org/W1650473584,2004,1,3,1,0
https://openalex.org/W165753591,2004,8,7,0,0
https://openalex.org/W167495332,2004,2,6,3,1
https://openalex.org/W1678543818,2004,0,1,1,1
https://openalex.org/W1682711,2004,0,2,1,1
https://openalex.org/W1710455806,2004,10,21,11,2
https://openalex.org/W1756232489,2004,0,2,4,0
https://openalex.org/W1756473269,2004,2,2,2,0
https://openalex.org/W1784320157,2004,0,1,1,0
https://openalex.org/W1789667858,2004,0,1,2,0
https://openalex.org/W1794479781,2004,0,2,0,0
https://openalex.org/W1823600343,2004,7,5,2,0
https://openalex.org/W1824574472,2004,4,19,5,1
https://openalex.org/W1826462893,2004,6,38,15,6
https://openalex.org/W1828190494,2004,0,8,0,1
https://openalex.org/W1832350940,2004,0,9,0,0
https://openalex.org/W1833189653,2004,0,9,11,0
https://openalex.org/W1834215676,2004,2,6,2,0
https://openalex.org/W1847909360,2004,4,15,1,4
https://openalex.org/W1849217925,2004,0,2,3,0
https://openalex.org/W1860377313,2004,2,27,6,1
https://openalex.org/W1867870641,2004,0,5,0,0
https://openalex.org/W1868640023,2004,0,3,2,1
https://openalex.org/W1869731294,2004,9,5,25,5
https://openalex.org/W1888972438,2004,2,5,3,0
https://openalex.org/W1898129882,2004,11,72,48,8
https://openalex.org/W1901060739,2004,1,29,1,0
https://openalex.org/W1901358747,2004,0,1,0,0
https://openalex.org/W1904324197,2004,0,10,3,0
https://openalex.org/W190633264,2004,0,1,2,1
https://openalex.org/W1917522134,2004,1,3,2,0
https://openalex.org/W1919496112,2004,0,3,0,0
https://openalex.org/W1920165987,2004,0,5,0,0
https://openalex.org/W1929904629,2004,1,2,2,2
https://openalex.org/W1933064695,2004,0,37,8,2
https://openalex.org/W1934536375,2004,3,2,4,0
https://openalex.org/W1935358798,2004,2,19,0,0
https://openalex.org/W1936749937,2004,0,3,1,4
https://openalex.org/W1938033814,2004,1,14,1,0
https://openalex.org/W1942260081,2004,9,41,1,1
https://openalex.org/W1945772971,2004,9,46,1,1
https://openalex.org/W1951769915,2004,1,26,2,0
https://openalex.org/W1953348353,2004,1,5,3,3
https://openalex.org/W1955170739,2004,5,9,2,0
https://openalex.org/W1956187071,2004,0,2,3,0
https://openalex.org/W1957469404,2004,0,3,0,0
https://openalex.org/W1958166438,2004,0,6,0,0
https://openalex.org/W1959018246,2004,0,14,1,0
https://openalex.org/W1963451376,2004,0,21,4,1
https://openalex.org/W1963505769,2004,1,3,3,0
https://openalex.org/W1963613586,2004,0,2,1,1
https://openalex.org/W1963617954,2004,1,8,8,3
https://openalex.org/W1963634671,2004,8,26,35,1
https://openalex.org/W1963653227,2004,0,2,3,0
https://openalex.org/W1963658640,2004,0,6,2,0
https://openalex.org/W1963687618,2004,0,1,1,0
https://openalex.org/W1963692091,2004,0,1,5,0
https://openalex.org/W1963709575,2004,0,0,1,1
https://openalex.org/W1963790044,2004,0,3,0,0
https://openalex.org/W1963829045,2004,5,6,19,16
https://openalex.org/W1963891395,2004,1,4,2,0
https://openalex.org/W1963911638,2004,1,1,3,0
https://openalex.org/W1963924734,2004,1,5,1,0
https://openalex.org/W1963930255,2004,0,13,1,2
https://openalex.org/W1963939310,2004,0,2,1,0
https://openalex.org/W1963993938,2004,2,11,11,3
https://openalex.org/W1963996328,2004,0,2,1,0
https://openalex.org/W1964000645,2004,3,8,70,13
https://openalex.org/W1964015482,2004,1,7,0,2
https://openalex.org/W1964052049,2004,0,1,3,0
https://openalex.org/W1964066909,2004,0,5,4,3
https://openalex.org/W1964068298,2004,7,4,10,0
https://openalex.org/W1964141979,2004,0,3,0,0
https://openalex.org/W1964151481,2004,0,7,2,0
https://openalex.org/W1964169759,2004,1,28,6,5
https://openalex.org/W1964186201,2004,0,4,3,0
https://openalex.org/W1964201760,2004,0,0,1,0
https://openalex.org/W1964254594,2004,3,2,3,1
https://openalex.org/W1964259950,2004,0,5,2,3
https://openalex.org/W1964273530,2004,0,4,0,1
https://openalex.org/W1964281871,2004,0,1,0,0
https://openalex.org/W1964305468,2004,0,2,3,0
https://openalex.org/W1964331476,2004,3,9,3,0
https://openalex.org/W1964342177,2004,0,7,3,2
https://openalex.org/W1964348478,2004,0,2,0,1
https://openalex.org/W1964367169,2004,1,21,2,1
https://openalex.org/W1964386623,2004,4,14,29,1
https://openalex.org/W1964388922,2004,0,5,5,1
https://openalex.org/W1964396524,2004,0,2,1,0
https://openalex.org/W1964403831,2004,7,30,1,1
https://openalex.org/W1964413735,2004,0,2,2,1
https://openalex.org/W1964432598,2004,2,5,3,1
https://openalex.org/W1964470898,2004,0,2,4,0
https://openalex.org/W1964476583,2004,1,2,1,0
https://openalex.org/W1964479849,2004,3,0,6,0
https://openalex.org/W1964480609,2004,0,3,7,0
https://openalex.org/W1964489900,2004,0,4,0,0
https://openalex.org/W1964513397,2004,0,3,3,0
https://openalex.org/W1964518731,2004,1,4,3,3
https://openalex.org/W1964554807,2004,0,0,2,0
https://openalex.org/W1964572873,2004,0,1,2,0
https://openalex.org/W1964579658,2004,0,1,3,2
https://openalex.org/W1964580509,2004,0,6,2,2
https://openalex.org/W1964588773,2004,3,5,11,1
https://openalex.org/W1964627739,2004,0,4,0,2
https://openalex.org/W1964639408,2004,0,0,1,1
https://openalex.org/W1964686351,2004,0,0,3,0
https://openalex.org/W1964688441,2004,0,1,0,0
https://openalex.org/W1964695617,2004,1,4,7,1
https://openalex.org/W1964709946,2004,0,1,1,0
https://openalex.org/W1964725873,2004,0,0,2,0
https://openalex.org/W1964733405,2004,0,2,0,1
https://openalex.org/W1964741678,2004,0,11,2,0
https://openalex.org/W1964782843,2004,0,1,1,0
https://openalex.org/W1964796755,2004,3,1,6,6
https://openalex.org/W1964803219,2004,0,1,0,0
https://openalex.org/W1964821113,2004,0,1,0,0
https://openalex.org/W1964830127,2004,0,7,2,1
https://openalex.org/W1964861223,2004,11,7,24,5
https://openalex.org/W1964880954,2004,0,3,0,0
https://openalex.org/W1964885760,2004,0,2,4,0
https://openalex.org/W1964888264,2004,0,3,0,1
https://openalex.org/W1964946463,2004,2,5,17,3
https://openalex.org/W1964983666,2004,0,2,5,0
https://openalex.org/W1965035550,2004,0,17,13,1
https://openalex.org/W1965042932,2004,0,2,2,0
https://openalex.org/W1965045198,2004,0,3,0,0
https://openalex.org/W1965056810,2004,1,8,5,0
https://openalex.org/W1965064100,2004,0,1,2,0
https://openalex.org/W1965074632,2004,0,10,2,0
https://openalex.org/W1965108716,2004,10,45,21,0
https://openalex.org/W1965183335,2004,0,1,3,0
https://openalex.org/W1965219699,2004,1,24,9,7
https://openalex.org/W1965245377,2004,0,13,1,0
https://openalex.org/W1965256060,2004,2,3,0,0
https://openalex.org/W1965299039,2004,3,0,22,1
https://openalex.org/W1965425459,2004,0,2,1,0
https://openalex.org/W1965451989,2004,7,9,2,4
https://openalex.org/W1965455471,2004,0,2,1,0
https://openalex.org/W1965473337,2004,0,5,3,1
https://openalex.org/W1965508844,2004,3,12,3,0
https://openalex.org/W1965530784,2004,0,3,5,0
https://openalex.org/W1965534072,2004,0,8,1,0
https://openalex.org/W1965557625,2004,0,1,0,3
https://openalex.org/W1965610383,2004,0,2,1,0
https://openalex.org/W1965615269,2004,0,4,1,0
https://openalex.org/W1965644654,2004,1,4,3,0
https://openalex.org/W1965647860,2004,0,1,1,0
https://openalex.org/W1965648538,2004,2,7,7,2
https://openalex.org/W1965670209,2004,3,3,7,0
https://openalex.org/W1965724902,2004,7,47,59,21
https://openalex.org/W1965741891,2004,10,29,28,1
https://openalex.org/W1965758652,2004,0,4,3,0
https://openalex.org/W1965769279,2004,2,3,0,0
https://openalex.org/W1965781270,2004,0,4,1,0
https://openalex.org/W1965866284,2004,12,11,1,0
https://openalex.org/W1965874592,2004,0,8,1,0
https://openalex.org/W1965901169,2004,0,10,2,1
https://openalex.org/W1965923584,2004,0,5,6,1
https://openalex.org/W1965936836,2004,4,7,24,7
https://openalex.org/W1965953894,2004,0,0,0,1
https://openalex.org/W1966015129,2004,0,4,1,0
https://openalex.org/W1966016813,2004,2,8,1,0
https://openalex.org/W1966043962,2004,2,23,19,11
https://openalex.org/W1966044508,2004,3,18,2,0
https://openalex.org/W1966062221,2004,3,88,55,20
https://openalex.org/W1966094397,2004,0,4,0,5
https://openalex.org/W1966108608,2004,0,1,2,1
https://openalex.org/W1966138258,2004,7,125,211,34
https://openalex.org/W1966146321,2004,0,7,2,1
https://openalex.org/W1966154089,2004,0,3,2,0
https://openalex.org/W1966180203,2004,0,6,5,0
https://openalex.org/W1966210406,2004,0,4,0,0
https://openalex.org/W1966239666,2004,0,2,1,1
https://openalex.org/W1966248246,2004,0,4,2,1
https://openalex.org/W1966260016,2004,6,1,3,1
https://openalex.org/W1966326041,2004,0,2,1,0
https://openalex.org/W1966345602,2004,8,98,12,12
https://openalex.org/W1966348926,2004,0,7,2,0
https://openalex.org/W1966362194,2004,0,3,0,0
https://openalex.org/W1966442012,2004,0,13,2,2
https://openalex.org/W1966457514,2004,0,2,17,8
https://openalex.org/W1966459703,2004,0,12,1,1
https://openalex.org/W1966550331,2004,3,6,4,1
https://openalex.org/W1966561093,2004,0,19,5,1
https://openalex.org/W1966570148,2004,3,23,4,2
https://openalex.org/W1966594160,2004,0,3,1,1
https://openalex.org/W1966595335,2004,0,5,9,1
https://openalex.org/W1966607572,2004,0,2,0,0
https://openalex.org/W1966615762,2004,0,1,0,1
https://openalex.org/W1966633013,2004,11,4,3,0
https://openalex.org/W1966636568,2004,2,4,3,2
https://openalex.org/W1966649591,2004,0,71,91,16
https://openalex.org/W1966658523,2004,0,0,5,1
https://openalex.org/W1966675365,2004,2,6,18,2
https://openalex.org/W1966798609,2004,0,5,2,0
https://openalex.org/W1966814616,2004,0,3,0,2
https://openalex.org/W1966862087,2004,0,2,1,0
https://openalex.org/W1966891922,2004,0,5,5,5
https://openalex.org/W1966913064,2004,0,0,6,1
https://openalex.org/W1966913945,2004,0,1,3,0
https://openalex.org/W1966962545,2004,1,11,1,0
https://openalex.org/W1966974269,2004,0,5,2,0
https://openalex.org/W1966995865,2004,0,3,0,1
https://openalex.org/W1967016199,2004,0,2,2,1
https://openalex.org/W1967027992,2004,0,3,3,1
https://openalex.org/W1967033533,2004,6,11,26,4
https://openalex.org/W1967048565,2004,0,3,1,1
https://openalex.org/W1967052888,2004,1,42,12,3
https://openalex.org/W1967052996,2004,0,2,2,0
https://openalex.org/W1967066794,2004,0,8,0,0
https://openalex.org/W1967088735,2004,0,2,1,1
https://openalex.org/W1967092455,2004,0,0,1,0
https://openalex.org/W1967102469,2004,3,21,11,3
