new_word,new_word_reuse,new_phrase,new_phrase_reuse,new_word_comb,new_word_comb_reuse,new_phrase_comb,new_phrase_comb_reuse,semantic_distance,n_words,n_phrases,has_abstract,focal_id
0,0,0,0,0,0,0,0,0.1200489997863769,6,2,0,https://openalex.org/W2288602237
0,0,0,0,0,0,0,0,0.1644138693809509,4,1,1,https://openalex.org/W1973921702
0,0,0,0,0,0,2,4,0.2042530179023742,27,4,1,https://openalex.org/W1969105374
0,0,1,2,1,2,10,60,0.2835623345807088,23,10,1,https://openalex.org/W2156671938
0,0,0,0,0,0,0,0,0.2372068166732788,19,3,1,https://openalex.org/W2149534432
0,0,0,0,20,526,28,142,0.1500992178916931,80,24,1,https://openalex.org/W2146036952
0,0,0,0,8,46,5,15,0.1524168252944946,27,7,1,https://openalex.org/W2144564499
0,0,0,0,26,145,5,14,0.1316959857940673,53,10,1,https://openalex.org/W2059440885
0,0,0,0,0,0,0,0,0.1011919975280761,5,1,1,https://openalex.org/W2892155523
0,0,1,2,4,26,5,52,0.2120510935783386,40,9,1,https://openalex.org/W2125761333
0,0,1,2,10,46,2,4,0.1926547884941101,31,7,1,https://openalex.org/W272410784
0,0,1,2,30,162,21,65,0.1098420619964599,75,27,1,https://openalex.org/W1999264100
0,0,0,0,0,0,0,0,0.187762975692749,19,2,1,https://openalex.org/W73810283
0,0,0,0,1,3,4,10,0.1628720760345459,51,9,1,https://openalex.org/W2416039488
0,0,0,0,0,0,0,0,0.1446045041084289,4,1,0,https://openalex.org/W1972394853
0,0,0,0,0,0,0,0,0.1096149682998657,8,3,1,https://openalex.org/W2025329928
0,0,0,0,32,127,16,53,0.0974659323692321,67,18,1,https://openalex.org/W2082081769
0,0,0,0,0,0,3,8,0.1115694046020507,29,9,1,https://openalex.org/W207245482
1,2,1,6,17,59,14,91,0.2027263641357422,36,18,1,https://openalex.org/W1970066858
0,0,0,0,0,0,0,0,0.1922389268875122,8,1,0,https://openalex.org/W2041554205
0,0,0,0,9,135,4,27,0.1959622502326965,34,9,1,https://openalex.org/W2031944408
0,0,1,8,0,0,2,4,0.1149450540542602,19,6,1,https://openalex.org/W2015704518
0,0,0,0,12,196,5,106,0.1971441507339477,21,8,1,https://openalex.org/W2110493987
0,0,0,0,0,0,3,9,0.1369800567626953,32,10,1,https://openalex.org/W2157563018
0,0,0,0,0,0,0,0,0.1665316820144653,38,5,1,https://openalex.org/W2038716945
0,0,0,0,0,0,0,0,0.1126919388771057,1,0,1,https://openalex.org/W2077065269
0,0,0,0,1,6,1,2,0.1223857402801513,27,8,1,https://openalex.org/W2101740275
0,0,0,0,15,40,1,2,0.1944314241409301,42,16,1,https://openalex.org/W2103870187
0,0,0,0,2,10,5,12,0.1394232087344132,30,7,1,https://openalex.org/W2120780219
0,0,0,0,0,0,0,0,0.1996095180511474,29,7,1,https://openalex.org/W25936508
0,0,0,0,10,49,1,2,0.1553249359130859,29,8,1,https://openalex.org/W2029146008
0,0,1,2,8,81,5,38,0.215242862701416,47,12,1,https://openalex.org/W2148513758
