new_word,new_word_reuse,new_phrase,new_phrase_reuse,new_word_comb,new_word_comb_reuse,new_phrase_comb,new_phrase_comb_reuse,semantic_distance,n_words,n_phrases,has_abstract,focal_id
2,9,0,0,56,218,17,55,0.1556675434112548,36,17,1,https://openalex.org/W2181656848
0,0,0,0,0,0,0,0,0.1234209537506103,44,6,1,https://openalex.org/W2017331060
0,0,0,0,1,6,12,63,0.1164456605911254,53,20,1,https://openalex.org/W2096401930
0,0,0,0,69,398,26,85,0.1352705955505371,61,27,1,https://openalex.org/W333643404
0,0,0,0,0,0,23,59,0.119884192943573,55,28,1,https://openalex.org/W2137245183
0,0,1,29,49,252,124,489,0.1564544439315796,73,47,1,https://openalex.org/W2135911436
0,0,0,0,87,313,42,169,0.0940239429473877,67,29,1,https://openalex.org/W2149353210
0,0,1,8,11,37,17,57,0.1828845739364624,53,18,1,https://openalex.org/W20181848
0,0,0,0,74,661,128,706,0.0773238539695739,66,39,1,https://openalex.org/W2156398854
0,0,1,14,0,0,5,15,0.1287972927093506,9,4,0,https://openalex.org/W2136476530
0,0,0,0,0,0,11,57,0.161303699016571,29,13,1,https://openalex.org/W2084182265
0,0,0,0,2,15,30,219,0.1314219236373901,59,25,1,https://openalex.org/W2153181070
0,0,0,0,8,39,10,28,0.1895622014999389,42,21,1,https://openalex.org/W2144000512
0,0,0,0,0,0,4,13,0.1423394680023193,20,9,1,https://openalex.org/W2103013051
0,0,0,0,0,0,0,0,0.0879114866256713,9,4,0,https://openalex.org/W2084994101
0,0,0,0,1,2,1,3,0.1278456449508667,55,18,1,https://openalex.org/W1971903990
0,0,0,0,21,194,73,364,0.0610151290893554,62,33,1,https://openalex.org/W1977790111
0,0,0,0,53,490,84,373,0.1073153614997863,62,35,1,https://openalex.org/W2048737728
0,0,0,0,16,81,13,48,0.0675597786903381,33,15,1,https://openalex.org/W2086946795
0,0,1,2,12,42,37,104,0.1237215995788574,59,26,1,https://openalex.org/W2095553416
0,0,0,0,2,5,10,24,0.1196193695068359,43,20,1,https://openalex.org/W1993804965
0,0,0,0,9,31,13,32,0.1402351260185241,29,19,1,https://openalex.org/W1975284680
