work_id,n_authors,n_affiliations,n_countries,countries,is_international
https://openalex.org/W114869354,4,4,1,ES,0
https://openalex.org/W116375467,5,5,1,US,0
https://openalex.org/W1211935166,3,3,1,IN,0
https://openalex.org/W136070918,6,12,1,FR,0
https://openalex.org/W1484223719,3,6,2,"FR,PL",1
https://openalex.org/W1484246882,3,3,0,,0
https://openalex.org/W1492448641,7,12,2,"FR,MA",1
https://openalex.org/W149245082,1,1,0,,0
https://openalex.org/W1495999116,1,1,0,,0
https://openalex.org/W1497871329,3,3,1,JP,0
https://openalex.org/W1498633852,5,5,1,GB,0
https://openalex.org/W1500749764,5,5,0,,0
https://openalex.org/W1502445466,2,2,1,US,0
https://openalex.org/W1505982160,5,10,2,"ES,FR",1
https://openalex.org/W1507049374,4,6,2,"RU,SE",1
https://openalex.org/W1508770994,7,8,1,FR,0
https://openalex.org/W1513210169,1,1,0,,0
https://openalex.org/W1533605450,1,1,0,,0
https://openalex.org/W1533978004,4,8,1,HU,0
https://openalex.org/W1539468081,2,2,1,JP,0
https://openalex.org/W1543108787,1,1,0,,0
https://openalex.org/W1546222654,5,5,0,,0
https://openalex.org/W1552086914,2,2,2,"AT,EG",1
https://openalex.org/W1554755256,4,4,1,US,0
https://openalex.org/W1557766039,5,5,1,US,0
https://openalex.org/W156137099,2,5,1,FR,0
https://openalex.org/W1564499113,7,7,1,GB,0
https://openalex.org/W1566276031,2,2,0,,0
https://openalex.org/W1573506759,3,3,1,IN,0
https://openalex.org/W1574264433,1,1,0,,0
https://openalex.org/W1581690424,4,4,1,JP,0
https://openalex.org/W1583901624,4,4,1,JP,0
https://openalex.org/W1590729195,4,4,1,IT,0
https://openalex.org/W1593921329,1,1,0,,0
https://openalex.org/W1601649462,6,6,1,IT,0
https://openalex.org/W1605276728,3,3,0,,0
https://openalex.org/W1605619295,1,1,0,,0
https://openalex.org/W1606370271,1,1,0,,0
https://openalex.org/W1607870159,1,1,0,,0
https://openalex.org/W1617446374,3,3,1,US,0
https://openalex.org/W1620696900,5,5,1,JP,0
https://openalex.org/W1630607085,2,2,1,JP,0
https://openalex.org/W1639698584,3,3,3,"AT,FR,IT",1
https://openalex.org/W1644775552,2,2,1,GB,0
https://openalex.org/W166512237,3,3,1,JP,0
https://openalex.org/W1673508942,2,2,1,US,0
https://openalex.org/W1682777897,1,1,0,,0
https://openalex.org/W172193357,3,3,1,DE,0
https://openalex.org/W1738721709,4,4,1,FR,0
https://openalex.org/W1758948713,4,4,1,IN,0
https://openalex.org/W1813850579,4,4,1,KR,0
https://openalex.org/W1820274981,3,3,0,,0
https://openalex.org/W1839321208,3,3,1,US,0
https://openalex.org/W184713255,4,4,0,,0
https://openalex.org/W1859454870,3,3,1,GB,0
https://openalex.org/W1864361999,5,5,1,US,0
https://openalex.org/W188097753,2,2,1,US,0
https://openalex.org/W1887241335,3,3,1,US,0
https://openalex.org/W188839125,3,3,1,JP,0
https://openalex.org/W1906016510,4,4,0,,0
https://openalex.org/W1909281877,4,4,1,US,0
https://openalex.org/W1918375305,5,5,0,,0
https://openalex.org/W1963484142,2,2,1,FR,0
https://openalex.org/W1963492608,7,7,1,GB,0
https://openalex.org/W1963496985,5,6,1,CN,0
https://openalex.org/W1963503284,6,12,1,US,0
https://openalex.org/W1963578200,2,2,0,,0
https://openalex.org/W1963616280,4,4,1,ES,0
https://openalex.org/W1963624488,6,6,2,"CN,DE",1
https://openalex.org/W1963671226,3,3,1,RU,0
https://openalex.org/W1963693575,4,4,2,"CN,KR",1
https://openalex.org/W1963699052,7,7,1,JP,0
https://openalex.org/W1963736023,2,3,2,"CA,FR",1
https://openalex.org/W1963779972,1,1,0,,0
https://openalex.org/W1963835408,7,7,1,JP,0
https://openalex.org/W1963875456,3,3,1,JP,0
https://openalex.org/W1963876826,9,9,1,US,0
https://openalex.org/W1963907898,4,4,2,"DE,FR",1
https://openalex.org/W1963921133,5,5,0,,0
https://openalex.org/W1964035787,3,3,1,SE,0
https://openalex.org/W1964067378,4,4,1,US,0
https://openalex.org/W1964090278,4,4,1,JP,0
https://openalex.org/W1964160430,3,3,1,DK,0
https://openalex.org/W1964173007,4,4,1,EG,0
https://openalex.org/W1964187495,6,12,1,DE,0
https://openalex.org/W1964229496,3,3,1,CA,0
https://openalex.org/W1964298791,4,4,0,,0
https://openalex.org/W1964374645,5,15,2,"FR,MA",1
https://openalex.org/W1964414258,10,11,1,US,0
https://openalex.org/W1964442184,7,21,1,FR,0
https://openalex.org/W1964542241,2,2,1,US,0
https://openalex.org/W1964554555,4,4,1,US,0
https://openalex.org/W1964584733,2,2,1,VE,0
https://openalex.org/W1964610880,1,1,0,,0
https://openalex.org/W1964641556,3,3,1,TR,0
https://openalex.org/W1964660884,4,5,1,EG,0
https://openalex.org/W1964678358,7,7,1,RU,0
https://openalex.org/W1964701289,6,6,0,,0
https://openalex.org/W1964729047,3,3,1,ES,0
https://openalex.org/W1964778066,2,4,1,US,0
https://openalex.org/W1964790783,3,3,1,TW,0
https://openalex.org/W1964827711,6,6,1,US,0
https://openalex.org/W1964840749,2,2,1,DE,0
https://openalex.org/W1964853668,3,3,1,US,0
https://openalex.org/W1964867641,4,4,1,BY,0
https://openalex.org/W1964880395,3,3,1,KR,0
https://openalex.org/W1964894025,2,2,1,GR,0
