focal_id,delay_years_to_top5
https://openalex.org/W117169736,0
https://openalex.org/W133940331,0
https://openalex.org/W135886031,0
https://openalex.org/W1486795970,0
https://openalex.org/W1494022411,0
https://openalex.org/W1500276683,0
https://openalex.org/W1505133202,0
https://openalex.org/W1507809280,8
https://openalex.org/W1510763319,0
https://openalex.org/W1511172449,2
https://openalex.org/W1516471878,0
https://openalex.org/W1519115520,5
https://openalex.org/W1521948202,4
https://openalex.org/W1531176231,9
https://openalex.org/W1541232310,1
https://openalex.org/W1542216801,4
https://openalex.org/W1544034054,0
https://openalex.org/W1552531764,0
https://openalex.org/W1574031963,9
https://openalex.org/W1576068958,0
https://openalex.org/W1576213792,0
https://openalex.org/W1581894811,0
https://openalex.org/W1583691717,0
https://openalex.org/W1605387936,0
https://openalex.org/W1606133259,1
https://openalex.org/W1608352853,0
https://openalex.org/W1625386509,1
https://openalex.org/W166343443,0
https://openalex.org/W1668154092,0
https://openalex.org/W1672129396,0
https://openalex.org/W170094209,5
https://openalex.org/W1701493487,0
https://openalex.org/W1756232489,0
https://openalex.org/W181498366,0
https://openalex.org/W181940896,0
https://openalex.org/W1819961178,5
https://openalex.org/W1841736290,2
https://openalex.org/W1857546043,2
https://openalex.org/W1864203502,2
https://openalex.org/W1869305972,0
https://openalex.org/W1895993106,0
https://openalex.org/W1920165987,0
https://openalex.org/W1922065206,0
https://openalex.org/W1934536375,3
https://openalex.org/W1936749937,0
https://openalex.org/W19390358,1
https://openalex.org/W194388979,7
https://openalex.org/W195666568,3
https://openalex.org/W1963568411,3
https://openalex.org/W1963614578,10
https://openalex.org/W1963653227,0
https://openalex.org/W1963790044,0
https://openalex.org/W1963824779,8
https://openalex.org/W1963918885,3
https://openalex.org/W1963924734,1
https://openalex.org/W1964052049,0
https://openalex.org/W1964147099,1
https://openalex.org/W1964217300,1
https://openalex.org/W1964228929,0
https://openalex.org/W1964254594,3
https://openalex.org/W1964259950,0
https://openalex.org/W1964288158,4
https://openalex.org/W1964311344,0
https://openalex.org/W1964326818,0
https://openalex.org/W1964355539,3
https://openalex.org/W1964367169,1
